vertex_index,distance,angle,elev_8,x,y,elev_Ap,relief,velocity
1219,5193.37036655134216,305.36693635401355,5383.485,486191.216,3104195.512,5416.000,19.604,3.893
1220,5197.65868096809299,305.36693635401355,5383.485,486187.719,3104197.994,5416.000,19.604,3.893
1221,5201.94699538452733,305.36693635401355,5383.485,486184.222,3104200.476,5416.000,19.604,3.893
1222,5206.23530980127816,312.01037041598721,5383.016,486180.725,3104202.958,5416.000,21.584,3.893
1223,5210.54677513792558,318.65380447564911,5383.016,486177.877,3104206.195,5416.000,21.584,3.893
1224,5214.85824047457299,318.65380447389549,5382.667,486175.029,3104209.432,5416.000,22.681,3.893
1225,5219.16970581083206,318.65380447389549,5382.667,486172.181,3104212.668,5416.000,22.681,3.893
1226,5223.48117114747947,318.65380447564911,5382.667,486169.333,3104215.905,5416.000,22.681,3.893
1227,5227.79263648412689,324.61825389514274,5382.525,486166.484,3104219.142,5416.000,22.681,3.893
1228,5231.67112997887762,330.58270331632582,5382.525,486164.579,3104222.520,5416.000,22.681,3.893
1229,5235.54962347403398,330.58270331632582,5384.005,486162.674,3104225.899,5416.000,22.681,3.893
1230,5239.42811696878471,330.58270331463643,5384.005,486160.769,3104229.277,5416.000,22.681,3.893
1231,5243.30661046353543,323.81734599938142,5383.083,486158.865,3104232.656,5417.000,22.681,4.520
1232,5246.72268135962804,317.05198868182305,5385.156,486156.537,3104235.156,5417.000,22.681,4.520
1233,5250.13875225534048,317.05198868182305,5385.156,486154.210,3104237.657,5415.000,22.681,4.520
1234,5253.55482315143308,291.03543737206331,5384.600,486151.882,3104240.157,5415.000,22.447,4.520
1235,5256.84903902790938,258.08262541423221,5384.600,486148.600,3104239.871,5415.000,22.447,4.070
1236,5261.68952763636116,251.14636477107229,5384.600,486144.019,3104238.307,5415.000,22.447,4.070
1237,5266.53001624466287,269.70221315362636,5384.531,486139.439,3104236.743,5414.000,22.174,4.070
1238,5270.28889927251839,288.25806153708163,5384.750,486135.869,3104237.920,5414.000,21.535,4.070
1239,5274.04778230046486,288.25806154059092,5384.750,486132.299,3104239.098,5414.000,21.535,4.070
1240,5277.80666532841133,288.25806153708163,5384.750,486128.730,3104240.275,5414.000,21.535,4.070
1241,5281.56554835626685,291.93044387589617,5387.180,486125.160,3104241.453,5414.000,20.326,4.070
1242,5286.21753649637867,295.60282621563402,5387.180,486120.965,3104243.463,5414.000,20.326,4.070
1243,5290.86952463628859,269.24960925537169,5387.834,486116.770,3104245.474,5414.000,19.437,4.070
1244,5295.24026936249902,242.89639229786917,5387.834,486112.879,3104243.482,5415.000,19.437,4.070
1245,5299.61101408876129,242.89639229786917,5389.005,486108.988,3104241.491,5415.000,19.237,4.070
1246,5303.98175881497173,242.89639229786917,5387.046,486105.097,3104239.500,5415.000,19.237,4.070
1247,5308.35250354123400,242.89639229786917,5387.877,486101.207,3104237.508,5416.000,18.877,4.070
1248,5312.72324826744443,253.40386256816623,5387.877,486097.316,3104235.517,5416.000,18.877,4.070
1249,5316.86133966092711,263.91133283543155,5388.134,486093.201,3104235.078,5416.000,18.115,4.070
1250,5320.99943105445891,263.91133283226873,5388.134,486089.086,3104234.639,5417.000,18.115,4.070
1251,5325.13752244804891,263.91133283547430,5388.095,486084.972,3104234.200,5417.000,16.984,4.070
1252,5329.27561384153159,266.10735951766736,5388.095,486080.857,3104233.761,5417.000,16.984,4.070
1253,5333.92029167613055,268.30338619382661,5388.035,486076.214,3104233.624,5417.000,16.436,4.070
1254,5338.56496951074314,268.30338619382661,5387.626,486071.572,3104233.486,5417.000,15.796,4.070
1255,5343.20964734534209,269.18332600998849,5386.199,486066.929,3104233.349,5417.000,15.796,4.070
1256,5346.59193521676389,270.06326582722403,5386.066,486063.547,3104233.353,5418.000,15.447,4.070
1257,5349.97422308812838,270.06326582722403,5386.066,486060.164,3104233.356,5418.000,15.447,4.070
1258,5353.35651095955018,264.25869563100588,5386.066,486056.782,3104233.360,5418.000,15.447,4.070
1259,5357.68068841905551,258.45412543865513,5386.246,486052.545,3104232.495,5419.000,15.352,4.070
1260,5362.00486587850355,258.45412543865513,5386.246,486048.309,3104231.629,5420.000,15.352,4.070
1261,5366.32904333800889,258.45412543563248,5386.364,486044.072,3104230.764,5420.000,17.399,4.070
1262,5370.65322079754969,258.45412543563248,5386.170,486039.835,3104229.898,5420.000,19.542,4.070
1263,5374.97739825705503,258.45412543865513,5386.170,486035.599,3104229.033,5420.000,19.542,4.070
1264,5379.30157571650307,258.45412543865513,5385.900,486031.362,3104228.167,5420.000,21.928,4.070
1265,5383.62575317600840,250.65487854004996,5385.900,486027.125,3104227.302,5420.000,21.928,4.070
1266,5387.98870357030592,242.85563164136772,5386.672,486023.243,3104225.311,5420.000,24.691,4.070
1267,5392.35165396460343,242.85563164391419,5386.672,486019.361,3104223.321,5420.000,24.691,5.070
1268,5396.71460435863628,242.85563164391419,5387.650,486015.478,3104221.330,5420.000,25.975,5.070
1269,5401.07755475293379,194.06486661134093,5387.650,486011.596,3104219.339,5419.000,25.975,5.070
1270,5405.84226578429207,145.27410158160174,5389.776,486014.310,3104215.423,5419.000,25.975,5.255
1271,5410.60697681561760,145.27410158319668,5388.941,486017.024,3104211.507,5419.000,24.691,5.255
1272,5415.37168784735877,145.27410158319663,5391.653,486019.738,3104207.591,5419.000,23.999,5.255
1273,5420.13639887868430,145.27410158160174,5391.653,486022.453,3104203.675,5419.000,23.999,5.255
1274,5424.90110991004258,161.68985783735403,5391.894,486025.167,3104199.759,5419.000,20.201,4.338
1275,5429.75373012880391,178.10561409339400,5391.894,486025.327,3104194.909,5419.000,20.201,4.338
1276,5434.60635034756524,178.10561409339400,5392.494,486025.488,3104190.059,5420.000,20.183,5.255
1277,5439.45897056632657,178.10561409339400,5392.288,486025.648,3104185.209,5420.000,20.183,5.255
1278,5444.31159078508790,178.26117896913547,5392.288,486025.808,3104180.359,5420.000,20.183,5.255
1279,5448.72962441738127,178.41674384449968,5391.358,486025.931,3104175.943,5420.000,23.117,5.255
1280,5453.14765804967647,191.41950502400420,5391.358,486026.053,3104171.527,5420.000,23.117,5.255
1281,5457.20950958458434,204.42226620351224,5390.275,486024.373,3104167.828,5421.000,24.693,5.255
1282,5461.27136111946857,204.42226620351224,5393.034,486022.694,3104164.130,5421.000,24.693,5.255
1283,5465.33321265437644,204.42226620388604,5391.458,486021.014,3104160.431,5421.000,26.466,5.255
1284,5469.39506418928431,216.01337108809423,5391.458,486019.335,3104156.733,5422.000,26.466,5.255
1285,5474.19466318625837,227.60447597458935,5394.156,486015.790,3104153.497,5421.000,26.466,5.255
1286,5478.99426218296139,227.60447597458935,5392.072,486012.246,3104150.261,5421.000,28.736,5.255
1287,5483.79386117993545,247.67785595703575,5392.072,486008.701,3104147.025,5421.000,28.736,5.255
1288,5487.86948575743463,267.75123594176910,5394.042,486004.629,3104146.865,5421.000,28.736,5.255
1289,5491.94511033493382,267.75123594176910,5394.042,486000.556,3104146.705,5420.000,28.736,5.255
1290,5496.02073491243300,279.65669486906353,5394.487,485996.484,3104146.545,5420.000,28.688,5.255
1291,5500.20671083539764,291.56215379621153,5394.487,485992.591,3104148.083,5420.000,28.688,5.255
1292,5504.39268675841686,291.56215379621153,5393.748,485988.698,3104149.622,5420.000,28.431,5.255
1293,5508.57866268138150,294.10288721862349,5393.748,485984.805,3104151.160,5420.000,28.431,5.255
1294,5512.55482449468855,296.64362064388780,5392.656,485981.251,3104152.943,5420.000,28.053,5.255
1295,5516.53098630820477,296.64362064688657,5393.083,485977.697,3104154.726,5420.000,26.443,5.255
1296,5520.50714812172100,296.64362064388780,5391.857,485974.143,3104156.509,5420.000,26.443,5.255
1297,5524.48330993502805,288.57226423555852,5391.857,485970.589,3104158.292,5419.000,26.443,5.255
1298,5529.21017007217688,280.50090783293865,5390.989,485965.941,3104159.154,5420.000,26.443,5.255
1299,5533.93703020946850,280.50090783571352,5390.989,485961.294,3104160.015,5420.000,26.443,5.255
1300,5538.66389034670283,280.50090783300288,5390.142,485956.646,3104160.877,5420.000,26.443,5.255
1301,5543.39075048385166,249.53227913943289,5390.694,485951.998,3104161.738,5421.000,26.667,5.255
1302,5547.78407553215038,218.56365045023392,5389.743,485949.259,3104158.303,5421.000,26.667,5.255
1303,5552.17740058004802,218.56365045023392,5389.743,485946.521,3104154.868,5422.000,26.667,5.255
1304,5556.57072562834674,215.25951260281795,5389.759,485943.782,3104151.433,5422.000,26.922,5.255
1305,5560.66754163748465,211.95537475665284,5389.759,485941.614,3104147.957,5424.000,26.922,5.255
1306,5564.76435764659163,228.37218936062192,5390.035,485939.445,3104144.481,5425.000,25.617,5.255
1307,5569.43860366631179,244.78900396250623,5390.661,485935.216,3104142.490,5425.000,26.140,5.255
1308,5574.11284968628297,250.86405796050559,5390.661,485930.987,3104140.499,5425.000,26.140,5.255
1309,5579.06200970098689,238.74425504213332,5392.059,485926.166,3104139.380,5426.000,28.285,5.255
1310,5583.96242063067166,220.54939812333131,5392.639,485922.981,3104135.657,5426.000,28.285,5.255
1311,5588.86283156035643,204.90873436669469,5394.297,485919.795,3104131.933,5427.000,30.532,5.255
1312,5592.29154964955251,189.26807061020472,5395.222,485919.243,3104128.549,5427.000,30.532,5.255
1313,5595.72026773827929,189.26807061020472,5395.222,485918.690,3104125.165,5427.000,30.532,5.255
1314,5599.14898582747537,174.81972229212138,5395.222,485918.138,3104121.781,5427.000,30.532,5.255
1315,5603.13929254513914,160.37137397457835,5396.252,485919.479,3104118.023,5429.000,30.532,5.255
1316,5607.12959926278290,160.37137397457835,5395.532,485920.819,3104114.264,5429.000,28.285,5.255
1317,5611.11990598044667,164.00556584348331,5396.355,485922.159,3104110.506,5429.000,28.285,5.255
1318,5615.94055948297864,167.63975771278189,5396.355,485923.191,3104105.797,5430.000,28.285,5.255
1319,5620.76121298551061,167.63975771278189,5395.777,485924.223,3104101.088,5430.000,28.285,5.255
1320,5625.58186648804258,167.63975771278189,5394.760,485925.255,3104096.379,5430.000,28.285,5.255
1321,5630.40251999057455,190.22300151901416,5394.760,485926.287,3104091.670,5432.000,28.285,5.255
1322,5634.28483705060808,212.80624532524649,5393.973,485924.184,3104088.407,5432.000,28.285,5.255
1323,5638.16715411064160,216.69373055508595,5393.973,485922.080,3104085.144,5432.000,28.285,5.255
1324,5642.08347718965524,220.58121578492543,5393.532,485919.533,3104082.170,5432.000,30.532,5.255
1325,5645.99980026866888,220.58121578746471,5393.555,485916.985,3104079.195,5433.000,30.532,5.255
1326,5649.91612334736692,220.58121578746471,5393.555,485914.437,3104076.221,5433.000,30.532,5.048
1327,5653.83244642638056,219.12941184175656,5393.680,485911.890,3104073.247,5433.000,32.535,5.048
1328,5658.50364746777177,217.67760789858781,5393.680,485909.034,3104069.549,5433.000,32.535,5.048
1329,5663.17484850916298,228.60002176746573,5393.680,485906.179,3104065.852,5434.000,32.535,6.033
1330,5667.65110816157812,239.52243563358627,5394.326,485902.322,3104063.582,5434.000,34.275,6.033
1331,5672.12736781417971,249.58822152919527,5394.326,485898.464,3104061.312,5434.000,34.275,6.033
1332,5676.60816665919538,259.65400742463277,5395.312,485894.056,3104060.507,5434.000,36.930,6.033
1333,5681.08896550429472,244.62991019109433,5395.312,485889.648,3104059.702,5434.000,36.930,6.033
1334,5685.42874510478941,229.60581296307484,5395.989,485886.343,3104056.890,5436.000,35.590,6.033
1335,5689.76852470502672,201.05075030670201,5395.989,485883.037,3104054.077,5436.000,35.590,6.033
1336,5693.72570524437015,172.49568764773900,5395.989,485883.554,3104050.154,5436.000,35.590,6.033
1337,5697.68288578371357,172.49568764773900,5396.721,485884.071,3104046.231,5436.000,32.255,6.033
1338,5701.64006632305700,172.49568764773900,5396.721,485884.588,3104042.308,5438.000,32.255,6.033
1339,5705.59724686240043,155.32079885315795,5399.174,485885.105,3104038.384,5438.000,28.809,6.033
1340,5709.54560915236289,138.14591005889145,5399.174,485887.739,3104035.443,5438.000,28.809,6.033
1341,5713.49397144228624,138.14591005889145,5398.147,485890.374,3104032.502,5438.000,25.860,6.033
1342,5717.44233373224870,139.45218770357044,5398.147,485893.008,3104029.562,5439.000,25.860,6.033
1343,5722.07381182972404,140.75846534674196,5398.147,485895.938,3104025.975,5439.000,25.860,6.033
1344,5726.70528992683830,135.04443370919788,5396.682,485898.868,3104022.388,5439.000,25.799,6.033
1345,5731.01079256536377,129.33040207083371,5396.682,485902.198,3104019.659,5439.000,25.799,6.033
1346,5735.31629520363913,129.33040207083371,5394.422,485905.528,3104016.930,5440.000,25.446,6.033
1347,5739.62179784216460,130.77959615164269,5394.422,485908.859,3104014.201,5440.000,25.446,6.033
1348,5744.29983052874013,132.22879022769800,5393.533,485912.323,3104011.057,5440.000,24.760,6.033
1349,5748.97786321500280,132.22879022769800,5392.954,485915.787,3104007.913,5440.000,24.760,5.048
1350,5753.65589590157833,140.69641814223033,5392.954,485919.251,3104004.769,5440.000,24.760,5.048
1351,5758.39141747572558,149.16404605639744,5394.608,485921.678,3104000.703,5440.000,23.871,5.048
1352,5763.12693905024207,149.16404605639744,5394.608,485924.105,3103996.637,5440.000,23.871,5.048
1353,5767.86246062438931,164.09036698365679,5395.530,485926.533,3103992.571,5439.000,23.871,5.048
1354,5772.36235843228133,179.01668791303294,5395.530,485926.610,3103988.071,5439.000,23.871,5.048
1355,5776.86225624017425,194.13711859972904,5397.011,485926.687,3103983.572,5439.000,23.871,5.048
1356,5780.88007905401719,209.25754928406985,5397.011,485924.723,3103980.067,5438.000,23.871,5.048
1357,5784.89790186823848,209.25754928406985,5398.263,485922.760,3103976.562,5438.000,23.871,5.048
1358,5788.91572468208142,209.25754928605463,5398.263,485920.796,3103973.056,5438.000,23.871,5.048
1359,5792.93354749592436,207.10176849356145,5396.031,485918.832,3103969.551,5438.000,24.760,5.048
1360,5796.84322916425117,204.94598770250735,5397.100,485917.183,3103966.006,5436.000,24.760,5.048
1361,5800.75291083215325,216.76166800809247,5397.100,485915.535,3103962.461,5437.000,24.760,6.033
1362,5803.48587125057747,228.57734830857839,5398.467,485913.485,3103960.653,5437.000,25.497,6.033
1363,5806.21883166931184,239.20263958737735,5396.545,485911.436,3103958.845,5437.000,27.024,6.033
1364,5810.09160462870659,249.82793086998501,5396.545,485907.801,3103957.509,5437.000,27.024,6.033
1365,5813.96437758815591,268.66465670934485,5396.545,485904.165,3103956.174,5436.000,27.024,6.033
1366,5818.32810653949855,287.50138255147186,5394.740,485900.004,3103957.486,5438.000,27.694,6.033
1367,5822.69183549098125,287.50138255147186,5393.974,485895.842,3103958.799,5438.000,27.694,6.033
1368,5827.05556444232479,286.10019700161178,5393.974,485891.680,3103960.111,5438.000,27.694,6.033
1369,5832.03837159562590,284.69901145475222,5394.130,485886.861,3103961.375,5438.000,29.154,6.033
1370,5837.02117874887335,284.69901145475222,5395.020,485882.041,3103962.639,5438.000,29.154,6.033
1371,5842.00398590217628,285.30758307040458,5397.014,485877.221,3103963.904,5437.000,30.805,6.033
1372,5846.74838476866080,285.91615468623837,5397.014,485872.659,3103965.205,5437.000,30.805,6.033
1373,5851.49278363508893,285.91615468633472,5398.399,485868.096,3103966.506,5437.000,31.666,6.033
1374,5856.23718250151524,285.91615468623837,5398.494,485863.534,3103967.807,5437.000,32.478,6.033
1375,5860.98158136799975,253.28420045944543,5398.494,485858.971,3103969.108,5437.000,32.478,6.033
1376,5865.82702534737109,220.65224623480353,5398.766,485855.814,3103965.432,5437.000,33.809,6.033
1377,5870.67246932642684,220.65224623480353,5398.766,485852.658,3103961.756,5436.000,33.809,6.033
1378,5875.51791330579817,229.84889895062000,5397.214,485849.501,3103958.080,5436.000,33.809,6.033
1379,5879.51212904870044,239.04555167135533,5398.887,485846.076,3103956.025,5436.000,35.183,6.033
1380,5883.50634479136352,224.71601447052183,5398.887,485842.650,3103953.971,5436.000,35.183,6.033
1381,5888.50275057778072,210.38647726547359,5399.528,485840.123,3103949.661,5437.000,36.208,6.033
1382,5893.49915636459991,223.33851861612243,5401.850,485837.596,3103945.351,5437.000,36.208,6.033
1383,5898.28916414656851,236.29055996561183,5401.850,485833.611,3103942.692,5438.000,36.208,6.033
1384,5903.07917192874902,236.29055996561183,5402.283,485829.626,3103940.034,5438.000,36.134,4.120
1385,5907.86917971071853,248.81455220524009,5408.865,485825.642,3103937.376,5439.000,36.134,4.120
1386,5912.43804421862387,261.33854443952680,5410.883,485821.125,3103936.688,5439.000,35.037,4.120
1387,5917.00690872665564,261.33854443952680,5410.883,485816.608,3103935.999,5441.000,35.037,4.120
1388,5921.57577323456098,282.86335979991236,5411.475,485812.092,3103935.311,5441.000,34.881,4.120
1389,5925.31401120059945,304.38817516066320,5411.475,485809.007,3103937.423,5441.000,34.881,4.120
1390,5929.05224916684892,304.38817516066320,5408.748,485805.922,3103939.534,5441.000,34.213,6.033
1391,5932.79048713288739,304.38475567754040,5408.748,485802.837,3103941.645,5441.000,34.213,6.033
1392,5937.59836225979416,304.38133619761453,5412.808,485798.869,3103944.360,5441.000,33.479,6.033
1393,5942.40623738670183,277.91246783412760,5409.666,485794.901,3103947.075,5439.000,33.479,6.033
1394,5946.55935173677972,251.44359947064061,5414.595,485790.964,3103945.754,5438.000,32.784,6.033
1395,5950.71246608685851,251.44359947064061,5416.433,485787.027,3103944.432,5440.000,32.784,5.741
1396,5954.86558043693549,257.40655499435678,5418.236,485783.089,3103943.110,5440.000,31.797,5.741
1397,5958.69593603515477,263.36951051807301,5418.236,485779.285,3103942.668,5439.000,31.797,5.741
1398,5962.52629163337315,263.36951051466383,5418.152,485775.480,3103942.226,5439.000,31.643,5.741
1399,5966.35664723170430,263.36951051466383,5418.152,485771.675,3103941.784,5439.000,31.643,5.741
1400,5970.18700282992359,265.62109205440998,5417.468,485767.870,3103941.341,5439.000,31.643,5.741
1401,5974.33164079569178,267.87267358751564,5417.468,485763.729,3103941.187,5436.000,31.643,5.741
1402,5978.47627876141996,267.87267358751564,5417.339,485759.587,3103941.034,5436.000,31.643,5.741
1403,5982.62091672718725,267.87267359074701,5417.339,485755.445,3103940.880,5436.000,31.643,5.741
1404,5986.76555469295454,286.27068728868710,5418.288,485751.303,3103940.726,5433.000,31.643,5.741
1405,5990.95381907759838,304.66870098423402,5418.288,485747.859,3103943.108,5433.000,31.643,5.741
1406,5995.14208346192936,270.19080358832309,5418.288,485744.414,3103945.491,5432.000,31.643,5.741
1407,5999.29577891654571,235.71290619480524,5419.966,485740.982,3103943.151,5431.000,31.477,5.741
1408,6003.44947437116298,235.71290619480524,5419.966,485737.550,3103940.811,5431.000,31.477,5.741
1409,6007.60316982578024,235.71290619480524,5420.603,485734.118,3103938.471,5431.000,31.477,5.741
1410,6011.75686528039842,240.85130433735227,5419.004,485730.686,3103936.131,5431.000,31.477,5.741
1411,6016.74036369467740,245.98970247976311,5417.497,485726.134,3103934.103,5429.000,31.477,5.741
1412,6021.72386210890636,245.98970247976311,5417.497,485721.582,3103932.075,5429.000,31.477,5.741
1413,6026.70736052318716,245.98970247989928,5416.262,485717.030,3103930.048,5431.000,31.189,5.624
1414,6031.69085893746797,256.30922840544179,5415.118,485712.477,3103928.020,5430.000,31.117,5.624
1415,6036.56709019237860,266.62875433371528,5412.978,485707.610,3103927.733,5430.000,30.852,5.624
1416,6041.44332144726377,266.62875433369521,5411.152,485702.742,3103927.446,5432.000,29.499,5.624
1417,6046.31955270211711,266.62875433096417,5411.152,485697.874,3103927.160,5432.000,29.499,5.624
1418,6051.19578395702956,246.45521065947369,5410.927,485693.006,3103926.873,5432.000,25.853,5.624
1419,6055.62773320125143,226.28166698770315,5410.927,485689.803,3103923.810,5433.000,25.853,5.624
1420,6060.05968244543328,226.28166698552769,5409.582,485686.600,3103920.747,5433.000,23.376,5.624
1421,6064.49163168997984,226.28166698578767,5409.582,485683.397,3103917.684,5437.000,23.376,5.624
1422,6068.92358093420444,222.79226441090501,5409.519,485680.193,3103914.621,5437.000,22.021,5.624
1423,6073.11135795928294,219.30286183182909,5408.771,485677.541,3103911.380,5438.000,21.894,5.624
1424,6077.29913498472342,238.86988241817295,5408.771,485674.888,3103908.140,5438.000,21.894,5.624
1425,6081.31591532526818,258.43690300970513,5408.977,485670.953,3103907.335,5438.000,19.841,5.624
1426,6085.33269566566105,258.43690300970513,5408.977,485667.018,3103906.529,5440.000,19.841,5.624
1427,6089.34947600620671,242.80467267521735,5409.349,485663.082,3103905.724,5441.000,19.841,5.498
1428,6093.95691923714003,227.17244234602359,5409.308,485659.703,3103902.592,5441.000,19.734,5.498
1429,6098.56436246775684,236.93520026559307,5409.308,485656.324,3103899.460,5441.000,19.734,5.498
1430,6102.50057295968600,246.69795818303916,5409.990,485652.709,3103897.903,5443.000,19.734,5.498
1431,6106.43678345161698,255.51931030673717,5410.367,485649.094,3103896.346,5443.000,19.131,5.498
1432,6110.13633237332488,264.34066242684685,5411.516,485645.412,3103895.981,5443.000,19.131,5.498
1433,6113.83588129507825,223.69868257640212,5411.516,485641.731,3103895.616,5445.000,19.131,5.498
1434,6118.42078232937638,183.05670272970087,5411.516,485641.486,3103891.038,5446.000,19.131,5.498
1435,6123.00568336320794,179.58954166182437,5411.715,485641.242,3103886.460,5446.000,17.792,5.498
1436,6126.41362528899299,176.12238059454563,5411.715,485641.472,3103883.059,5446.000,17.792,5.498
1437,6129.82156721523825,171.86154586141976,5411.425,485641.703,3103879.659,5446.000,17.792,5.498
1438,6133.17477375183626,167.60071112790951,5411.425,485642.423,3103876.384,5444.000,17.792,5.498
1439,6136.52798028890084,167.60071112790951,5410.441,485643.143,3103873.109,5444.000,17.792,5.498
1440,6139.88118682549975,168.29560942604289,5410.441,485643.863,3103869.834,5444.000,17.792,5.498
1441,6143.82048788088559,168.99050772431363,5410.441,485644.615,3103865.967,5443.000,17.792,5.498
1442,6147.75978893580304,168.99050772431363,5409.758,485645.367,3103862.101,5443.000,17.792,5.498
1443,6151.69908999118888,177.08701612830026,5409.758,485646.120,3103858.234,5443.000,17.792,5.498
1444,6155.62965092763352,185.18352453278479,5409.841,485645.765,3103854.319,5443.000,17.792,5.498
1445,6159.56021186361977,199.49226612691623,5409.841,485645.410,3103850.405,5443.000,17.792,5.498
1446,6163.52563517800172,213.80100772066797,5409.828,485643.204,3103847.110,5443.000,17.792,5.498
1447,6167.49105849241641,209.13592508281727,5409.828,485640.998,3103843.815,5444.000,17.792,5.498
1448,6172.24159377858723,204.47084244578045,5409.727,485639.030,3103839.491,5444.000,17.792,5.498
1449,6176.99212906433422,233.08478626078545,5409.727,485637.062,3103835.167,5444.000,17.792,5.498
1450,6181.21350140165669,261.69873007775425,5409.727,485632.885,3103834.558,5444.000,17.792,5.498
1451,6185.43487373890912,261.69873007769723,5410.147,485628.708,3103833.948,5446.000,18.103,5.498
1452,6189.65624607617428,261.69873007457011,5409.867,485624.530,3103833.339,5446.000,18.103,5.498
1453,6193.87761841349675,261.69873007775425,5411.536,485620.353,3103832.729,5446.000,18.103,5.498
1454,6198.09899075075100,261.69873007775425,5415.014,485616.176,3103832.120,5446.000,18.045,5.498
1455,6202.32036308807164,269.22951023390783,5415.014,485611.999,3103831.510,5445.000,18.045,5.498
1456,6206.33918158130837,276.76029039323726,5417.917,485608.008,3103831.983,5445.000,17.795,5.498
1457,6210.35800007448688,276.76029038994091,5417.917,485604.017,3103832.456,5446.000,17.795,5.498
1458,6214.37681856766812,276.76029038994091,5419.330,485600.026,3103832.929,5446.000,18.758,5.498
1459,6218.39563706084755,276.76029039323726,5419.330,485596.036,3103833.402,5446.000,18.758,5.498
1460,6222.41445555408427,283.93192769285145,5419.481,485592.045,3103833.876,5446.000,19.434,5.498
1461,6227.10861712816677,291.10356499251441,5419.481,485587.665,3103835.566,5445.000,19.434,5.498
1462,6231.80277870224927,291.10356499251441,5419.139,485583.286,3103837.256,5445.000,19.334,5.498
1463,6236.49694027633177,291.10356499251441,5419.139,485578.907,3103838.946,5445.000,19.334,5.498
1464,6241.19110185041427,291.10356499251441,5418.581,485574.527,3103840.636,5445.000,19.334,5.498
1465,6245.88526342449677,308.59937438856338,5417.832,485570.148,3103842.326,5445.000,19.334,5.498
1466,6250.16336341004717,326.09518378254944,5416.641,485567.762,3103845.877,5446.000,19.334,5.498
1467,6254.44146339524195,326.09518378254944,5416.641,485565.375,3103849.428,5445.000,19.334,5.498
1468,6258.71956338079144,321.75792408996182,5415.444,485562.989,3103852.978,5445.000,19.334,5.498
1469,6261.81560008798442,317.42066439822668,5415.444,485560.894,3103855.258,5445.000,19.334,5.498
1470,6264.91163679552028,297.17164266034996,5414.334,485558.799,3103857.538,5445.000,19.024,5.498
1471,6268.46040610089949,276.92262092328946,5413.800,485555.276,3103857.966,5445.000,19.024,5.498
1472,6272.00917540633691,276.92262092328946,5413.145,485551.753,3103858.393,5443.000,17.742,5.498
1473,6275.55794471171703,263.41561348091096,5413.145,485548.231,3103858.821,5443.000,17.742,5.498
1474,6279.46232172507371,249.90860604547291,5413.717,485544.564,3103857.480,5443.000,17.742,5.498
1475,6283.36669873827032,249.90860604561965,5413.605,485540.897,3103856.139,5442.000,15.789,5.498
1476,6287.27107575168156,249.90860604241084,5413.605,485537.230,3103854.797,5442.000,15.789,5.779
1477,6291.17545276503824,272.04194485144899,5414.286,485533.563,3103853.456,5442.000,17.284,5.779
1478,6295.32348498729698,294.17528366063391,5414.286,485529.779,3103855.155,5442.000,17.284,5.779
1479,6299.47151720955753,294.17528366063391,5414.756,485525.995,3103856.854,5442.000,17.522,5.779
1480,6303.61954943181718,294.17528366063391,5413.771,485522.211,3103858.552,5441.000,19.374,5.779
1481,6307.76758165407773,307.91060740255375,5414.554,485518.426,3103860.251,5441.000,19.374,5.779
1482,6311.59186992987816,321.64593114447365,5414.554,485516.053,3103863.250,5441.000,19.374,5.779
1483,6315.41615820567949,321.64593114447365,5416.272,485513.680,3103866.249,5441.000,19.959,5.779
1484,6319.24044648148083,295.07779085746239,5418.448,485511.307,3103869.248,5441.000,19.959,5.779
1485,6323.28282725573717,268.50965057045119,5418.448,485507.266,3103869.143,5441.000,19.959,5.779
1486,6327.32520802999261,264.77268816791076,5420.544,485503.225,3103869.038,5441.000,19.959,5.779
1487,6332.12880106672856,261.03572576262707,5420.544,485498.480,3103868.289,5441.000,19.959,5.779
1488,6336.93239410353817,232.97910650067735,5421.729,485493.735,3103867.541,5441.000,19.959,5.779
1489,6340.89415546283362,204.92248724185251,5421.146,485492.066,3103863.948,5441.000,19.374,5.779
1490,6344.85591682215545,208.10812958585856,5421.146,485490.397,3103860.355,5442.000,19.374,5.779
1491,6348.97056267572134,211.29377192779884,5421.074,485488.259,3103856.839,5443.000,17.522,5.779
1492,6353.08520852968559,216.77309207076749,5421.074,485486.122,3103853.323,5443.000,17.522,5.779
1493,6356.98390120925433,222.25241221803748,5421.074,485483.501,3103850.437,5443.000,17.522,5.779
1494,6360.88259388851748,222.25241221803748,5420.422,485480.879,3103847.551,5443.000,15.789,5.779
1495,6364.78128656808531,226.45270837739156,5419.249,485478.258,3103844.666,5444.000,16.892,5.779
1496,6369.69102847780596,230.65300454146416,5418.645,485474.461,3103841.553,5444.000,16.892,5.779
1497,6374.60077038723102,230.65300454146416,5417.033,485470.664,3103838.440,5444.000,16.947,5.779
1498,6379.51051229694986,232.84093052810843,5417.033,485466.867,3103835.327,5444.000,16.947,5.779
1499,6383.72632706017066,235.02885651922020,5416.324,485463.413,3103832.911,5444.000,17.983,5.779
1500,6387.94214182307678,235.02885652158648,5416.324,485459.958,3103830.494,5444.000,17.983,5.779
1501,6392.15795658598290,235.02885651922020,5416.324,485456.503,3103828.078,5444.000,17.983,5.779
1502,6396.37377134920280,242.15003799030347,5416.279,485453.049,3103825.662,5443.000,18.319,5.779
1503,6401.12727417368478,249.27121946100411,5416.893,485448.603,3103823.979,5443.000,17.732,5.779
