vertex_index,distance,angle,elev_8,x,y,elev_Ap,relief,velocity
2992,11988.81190440910905,291.49929184757417,5567.661,482186.207,3102925.661,5606.000,23.385,9.842
2993,11992.01963089698620,283.93554621963250,5567.661,482183.094,3102926.434,5606.000,23.385,9.842
2994,11995.22735738497249,281.15658382571763,5567.661,482179.981,3102927.206,5606.000,23.385,9.842
2995,11998.77974335982071,278.37762142405109,5569.536,482176.466,3102927.724,5606.000,23.385,9.842
2996,12002.33212933460163,278.37762142405109,5569.536,482172.952,3102928.241,5606.000,23.385,9.842
2997,12005.88451530944985,278.18221217397928,5571.976,482169.437,3102928.759,5606.000,23.206,9.842
2998,12009.52997703400251,277.98680292381613,5571.976,482165.827,3102929.265,5607.000,23.206,9.842
2999,12013.17543875861702,285.43681189424842,5574.016,482162.217,3102929.772,5607.000,23.039,9.842
3000,12017.56670952671448,304.87808422892039,5571.792,482158.171,3102931.480,5607.000,23.039,9.842
3001,12020.88124036444606,335.60082679027420,5571.792,482155.905,3102933.899,5608.000,23.039,9.842
3002,12025.07774854890158,359.17019199737558,5571.792,482155.491,3102938.075,5608.000,23.039,9.842
3003,12028.47610763563534,4.00807801147604,5569.458,482155.728,3102941.465,5608.000,23.039,9.842
3004,12031.87446672237093,4.00807801147603,5569.458,482155.966,3102944.855,5609.000,23.039,9.842
3005,12035.27282580910287,5.71515825524251,5568.449,482156.203,3102948.245,5609.000,23.039,9.842
3006,12039.82268948861383,19.31461303627258,5568.449,482156.791,3102952.757,5609.000,23.039,8.845
3007,12044.73563217992159,28.44033876342942,5568.916,482159.337,3102956.959,5609.000,22.286,8.845
3008,12047.91234764242108,356.73908254208294,5568.916,482160.713,3102959.822,5609.000,22.286,8.845
3009,12050.80435224128269,316.10911130928355,5570.156,482159.172,3102962.269,5609.000,21.180,8.845
3010,12054.36239865842617,285.01234898772231,5570.156,482156.237,3102964.280,5609.000,21.180,8.845
3011,12057.03771523465184,262.15416695378508,5569.716,482153.569,3102964.075,5609.000,20.444,8.845
3012,12059.83219075218767,258.69738341577465,5569.716,482150.829,3102963.528,5609.000,20.444,8.845
3013,12062.62666626987266,245.23664009413915,5569.716,482148.089,3102962.980,5609.000,20.444,8.845
3014,12067.05638991293381,243.34122263238748,5569.276,482144.609,3102960.239,5609.000,20.875,8.845
3015,12068.91718015793595,261.46478602997547,5569.276,482142.812,3102959.754,5609.000,20.875,8.845
3016,12071.87504820143658,268.02302356771696,5569.276,482139.856,3102959.652,5610.000,20.875,8.845
3017,12074.83291624489539,266.17698246784227,5570.102,482136.900,3102959.550,5610.000,20.875,8.845
3018,12077.48402802147575,264.33094137249435,5570.102,482134.262,3102959.289,5610.000,20.875,8.845
3019,12080.13513979805612,264.33093105080133,5570.102,482131.624,3102959.027,5610.000,20.875,8.845
3020,12082.74798245038801,264.33092072910830,5571.634,482129.024,3102958.769,5610.000,21.979,8.845
3021,12085.36082510271808,258.82813617408618,5571.634,482126.424,3102958.510,5610.000,21.979,8.845
3022,12088.39890393295173,272.59737015669253,5571.634,482123.513,3102957.639,5610.000,21.979,9.316
3023,12091.90477481827838,311.93010215922061,5573.022,482120.260,3102958.945,5610.000,22.105,9.316
3024,12094.52935996019733,331.99081562650713,5573.022,482119.027,3102961.262,5610.000,22.105,9.316
3025,12097.15394510252736,336.36544424214873,5574.356,482117.795,3102963.579,5610.000,21.674,9.316
3026,12100.55439383501289,340.74007285410931,5574.356,482116.673,3102966.789,5610.000,21.674,9.316
3027,12103.95484256705822,340.74007285410931,5574.356,482115.551,3102969.999,5610.000,21.674,9.316
3028,12107.35529129954375,347.03938138991884,5575.471,482114.430,3102973.209,5610.000,19.827,9.316
3029,12111.93647961240640,344.41928130632255,5575.471,482113.898,3102977.760,5610.000,19.827,9.316
3030,12114.62826393676369,335.49987268821064,5576.183,482112.782,3102980.209,5610.000,19.681,9.316
3031,12117.32004826112279,327.78553708445077,5576.183,482111.666,3102982.658,5610.000,19.681,9.316
3032,12120.33211462353938,293.35430784688731,5576.183,482109.732,3102984.968,5610.000,19.681,9.316
3033,12123.10605591021340,284.68215470008334,5576.183,482106.963,3102984.806,5610.000,19.681,9.316
3034,12124.36846471588433,323.56130035965896,5575.204,482105.901,3102985.488,5610.000,19.234,9.316
3035,12125.60036549288452,306.63926358957826,5576.118,482105.570,3102986.675,5610.000,19.234,9.316
3036,12128.08681928322585,251.86342039036728,5576.118,482103.084,3102986.626,5610.000,19.234,9.316
3037,12130.84680267801377,234.84401913741695,5575.204,482100.827,3102985.037,5610.000,19.234,9.316
3038,12133.60678607248701,227.00265262488847,5573.302,482098.571,3102983.448,5610.000,18.757,9.316
3039,12137.29307102499115,233.04319192883739,5573.302,482096.243,3102980.589,5610.000,18.757,9.316
3040,12138.65374560818236,258.13301616893631,5573.302,482094.991,3102980.056,5610.000,18.757,9.316
3041,12141.88957556511559,246.40445786592127,5573.302,482091.756,3102980.019,5610.000,18.757,9.316
3042,12144.67004626511334,239.45979063246364,5572.208,482089.843,3102978.001,5610.000,18.558,9.316
3043,12146.20935528091650,240.65776491164036,5572.208,482088.353,3102977.614,5610.000,18.558,9.316
3044,12148.76523155323594,226.94894970687747,5572.208,482086.518,3102975.834,5610.000,18.558,9.316
3045,12152.68594368374215,239.52684322304185,5572.208,482083.603,3102973.213,5610.000,18.558,9.316
3046,12156.35062665410624,254.82147279583987,5572.359,482080.138,3102972.021,5610.000,18.082,9.316
3047,12158.07565091658944,302.98849165362520,5572.359,482078.447,3102971.680,5610.000,18.082,9.316
3048,12160.77335170025799,296.11026488665681,5572.359,482077.856,3102974.313,5610.000,18.082,9.316
3049,12163.99903513693243,240.61661708440727,5572.359,482074.936,3102972.943,5610.000,18.082,9.316
3050,12166.69009966875819,236.36645884051495,5572.595,482072.695,3102971.452,5610.000,17.739,9.316
3051,12169.38116420084407,225.40129075389805,5571.726,482070.455,3102969.962,5610.000,17.739,9.316
3052,12173.76475705939993,215.86511715005901,5571.726,482067.976,3102966.346,5610.000,17.739,9.316
3053,12175.38308220352337,225.81717530261113,5571.726,482066.995,3102965.059,5610.000,17.739,9.316
3054,12177.58807852238169,251.55068372119817,5572.031,482065.204,3102963.773,5610.000,17.474,9.316
3055,12180.48083105723708,247.03566524679724,5572.031,482062.312,3102963.711,5610.000,17.474,9.316
3056,12181.97181294806069,243.20676597995097,5572.031,482061.252,3102962.662,5610.000,17.474,9.316
3057,12183.44459892606938,272.74126379837099,5572.031,482059.797,3102962.435,5610.000,17.474,9.316
3058,12184.79175604804368,252.47418439073155,5572.900,482058.492,3102962.769,5610.000,16.801,9.316
3059,12186.57439133324806,233.48126859538189,5575.041,482057.332,3102961.415,5610.000,16.801,9.316
3060,12188.79139779587786,245.45697550599485,5575.041,482055.301,3102960.527,5610.000,16.801,9.316
3061,12191.41555082441482,240.84762514363339,5575.041,482052.932,3102959.398,5611.000,16.801,9.316
3062,12192.87378977793196,264.12500849161000,5575.041,482051.706,3102958.608,5611.000,16.801,9.316
3063,12195.10925883317577,267.53922438971148,5576.248,482049.621,3102959.412,5611.000,16.708,9.316
3064,12196.64153851929768,270.44932027210331,5576.248,482048.243,3102958.740,5611.000,16.708,9.316
3065,12199.99751540987563,309.03123610799736,5576.248,482045.250,3102960.258,5611.000,16.708,9.316
3066,12201.83777312084203,298.48935714678629,5576.248,482044.096,3102961.692,5611.000,16.708,9.316
3067,12202.88698467885479,248.24206648672941,5576.248,482043.053,3102961.798,5611.000,16.708,9.316
3068,12206.35757002902756,266.52786808361213,5577.205,482040.791,3102959.166,5612.000,16.698,9.316
3069,12208.41564765500880,311.05128375577141,5577.205,482039.270,3102960.553,5612.000,16.698,9.316
3070,12210.26288109809866,308.90547090450173,5577.205,482037.850,3102961.733,5612.000,16.698,9.316
3071,12213.52011997393492,293.35017877590144,5575.206,482035.286,3102963.743,5612.000,16.698,9.316
3072,12215.24536974354487,294.37232511840966,5576.347,482033.580,3102964.001,5612.000,16.494,9.316
3073,12218.78117867202855,331.24540797130476,5576.347,482030.877,3102966.280,5612.000,16.494,9.316
3074,12220.68019160277436,358.67950113894676,5576.347,482030.624,3102968.162,5612.000,16.494,9.316
3075,12225.57779028235745,24.26920093014603,5573.951,482031.052,3102973.041,5613.000,16.494,9.316
3076,12229.23884005211585,35.98575316781061,5573.951,482033.573,3102975.695,5613.000,16.494,9.316
3077,12234.14789467402807,30.93165925451626,5572.339,482035.911,3102980.012,5613.000,18.723,9.316
3078,12236.68005739653199,33.42597204227194,5572.339,482037.306,3102982.126,5613.000,18.723,9.316
3079,12239.21222011939062,29.68899809482648,5572.339,482038.701,3102984.239,5613.000,18.723,9.316
3080,12243.89100174210034,20.35058934021207,5573.872,482040.748,3102988.446,5613.000,23.119,9.316
3081,12248.19936887151562,12.44918606957384,5573.872,482041.845,3102992.612,5613.000,23.119,9.316
3082,12252.11629153029571,1.93844315317534,5576.467,482042.535,3102996.468,5612.000,26.726,9.316
3083,12255.46020334661807,347.36340491080000,5576.467,482042.170,3102999.792,5612.000,26.726,9.316
3084,12258.49856284151247,307.71660399837481,5578.579,482041.181,3103002.665,5613.000,27.856,9.316
3085,12261.21616140665174,274.43406687194420,5578.579,482038.471,3103002.875,5613.000,27.856,9.316
3086,12263.93375997178555,270.97606527343737,5578.579,482035.762,3103003.085,5613.000,27.856,9.316
3087,12268.84241240245683,240.98257157774671,5577.479,482030.858,3103002.872,5613.000,28.262,9.316
3088,12271.01692285026365,243.76903155762315,5575.436,482029.628,3103001.079,5613.000,26.599,9.316
3089,12273.43293896872638,279.67286423859866,5575.436,482027.215,3103001.209,5615.000,26.599,9.316
3090,12276.23649595913412,288.36037009922495,5574.145,482024.524,3103001.994,5615.000,26.304,9.316
3091,12278.49276128794190,280.65783380932425,5575.711,482022.410,3103002.783,5615.000,27.967,9.316
3092,12281.61541259566548,279.75942068793091,5575.711,482019.288,3103002.829,5615.000,27.967,9.316
3093,12283.36589715505215,276.58473050666879,5574.092,482017.629,3103003.390,5615.000,27.750,9.316
3094,12287.96005667632380,248.37442749896391,5574.092,482013.056,3103002.949,5616.000,27.750,9.316
3095,12290.68640761615279,253.79342693676691,5573.387,482010.901,3103001.280,5616.000,26.086,9.316
3096,12294.84293527012414,258.39559105149203,5573.803,482006.762,3103001.667,5616.000,25.785,9.316
3097,12296.95352177865971,241.92733603733427,5573.803,482004.908,3103000.658,5616.000,25.785,9.316
3098,12300.88200584092738,254.05555976928792,5575.360,482001.427,3102998.838,5616.000,25.386,9.316
3099,12305.65262038590663,277.66629607648309,5575.360,481996.669,3102998.481,5616.000,25.386,9.316
3100,12308.38535712038902,304.80202888043664,5577.274,481994.095,3102999.399,5616.000,25.081,9.316
3101,12311.72065733144154,319.98080440157599,5577.274,481991.951,3103001.953,5616.000,25.081,9.316
3102,12315.05595754285059,325.22222689446056,5574.871,481989.806,3103004.508,5617.000,26.744,10.474
3103,12318.58423890147606,330.46364938518423,5574.871,481988.066,3103007.577,5618.000,26.744,10.474
3104,12322.11252026007242,329.56669031933939,5573.936,481986.327,3103010.647,5618.000,26.631,10.474
3105,12325.22446861201752,338.50576315252385,5573.936,481984.709,3103013.305,5618.000,26.631,10.474
3106,12328.00753413602615,307.26822627181582,5573.936,481984.147,3103016.031,5618.000,26.631,10.474
3107,12330.93569716494676,262.13284169559722,5573.936,481981.225,3103015.837,5618.000,26.631,10.474
3108,12334.22647247254463,247.96355496214360,5574.383,481978.005,3103015.156,5619.000,26.436,10.474
3109,12336.82168815695695,235.71634813959173,5574.383,481975.808,3103013.776,5619.000,26.436,10.474
3110,12341.28027806823593,268.04883303554863,5574.383,481972.220,3103011.128,5619.000,26.436,10.474
3111,12342.55968937710168,280.07950249539198,5574.383,481971.141,3103011.816,5619.000,26.436,10.474
3112,12345.52092729572360,238.10687077146179,5575.317,481968.249,3103011.182,5619.000,26.436,10.474
3113,12348.42628999380031,217.56765338565387,5574.583,481966.437,3103008.911,5620.000,26.436,10.474
3114,12350.71307526243254,236.87479691275689,5574.583,481965.075,3103007.074,5620.000,26.436,10.474
3115,12353.15947700356264,276.77949440505199,5574.583,481962.690,3103006.532,5618.000,26.436,10.474
3116,12355.44332823000150,317.42655616941283,5575.161,481960.643,3103007.546,5620.000,26.341,10.474
3117,12358.19067101943074,338.48420095230574,5575.161,481959.636,3103010.102,5620.000,26.341,10.474
3118,12360.93801380883633,341.08579783572719,5577.348,481958.628,3103012.658,5620.000,26.341,10.474
3119,12365.07914755394268,330.51460744078804,5577.348,481957.465,3103016.632,5620.000,26.341,10.474
3120,12368.23709673471058,322.53046705557915,5580.434,481955.325,3103018.955,5620.000,26.341,10.474
3121,12371.27733067029294,313.30201443999908,5584.411,481953.701,3103021.525,5620.000,27.018,10.474
3122,12373.74707630059856,307.46566175561588,5584.411,481951.539,3103022.718,5620.000,27.018,10.474
3123,12375.96746624451407,297.15089484704100,5584.411,481949.998,3103024.316,5620.000,27.018,10.474
3124,12377.79759571497016,295.38047749519961,5584.411,481948.187,3103024.579,5620.000,27.018,10.474
3125,12380.41468133861054,293.43606033172205,5590.059,481946.257,3103026.347,5620.000,29.069,10.474
3126,12383.21888753006169,274.36654678293814,5590.059,481943.461,3103026.561,5620.000,29.069,10.474
3127,12386.02309372153286,267.21748334353293,5590.059,481940.665,3103026.774,5620.000,29.069,10.474
3128,12390.47627619470040,256.50257233024081,5590.782,481936.279,3103026.006,5620.000,28.371,10.474
3129,12394.36478006103607,247.57553066477851,5590.782,481932.561,3103024.865,5620.000,28.371,10.474
3130,12398.31005815793469,242.96592600905532,5592.048,481929.071,3103023.026,5620.000,28.371,10.474
3131,12401.90360009385222,234.60477700539977,5592.048,481925.849,3103021.435,5620.000,28.371,10.474
3132,12403.81754672701391,246.23063548595945,5592.048,481924.484,3103020.093,5620.000,28.371,10.474
3133,12405.61154854086635,243.50728696606012,5593.168,481922.692,3103019.999,5620.000,28.095,10.474
3134,12409.46169872602695,220.86198886855473,5588.669,481920.215,3103017.051,5618.000,27.099,10.474
3135,12413.37387641899841,216.28988071619031,5588.669,481917.614,3103014.129,5618.000,27.099,10.474
3136,12417.66395154235215,200.63139661120769,5588.669,481915.411,3103010.448,5619.000,27.099,10.474
3137,12420.35959335355437,178.81218839555251,5584.067,481914.926,3103007.796,5619.000,25.743,10.474
3138,12423.85573341970485,161.41717942172605,5584.067,481915.697,3103004.386,5617.000,25.743,10.474
3139,12427.18074264225834,163.42788852202162,5579.690,481917.072,3103001.359,5617.000,25.653,10.474
3140,12430.53307312289871,171.28412699532305,5579.690,481917.580,3102998.045,5617.000,25.653,10.474
3141,12433.88540360306615,171.28412699532305,5579.690,481918.088,3102994.732,5617.000,25.653,10.474
3142,12437.23773408370471,172.91277075619229,5576.361,481918.596,3102991.418,5615.000,25.653,10.474
3143,12441.90938097654725,186.12663199692665,5576.361,481919.040,3102986.768,5615.000,25.653,10.474
3144,12446.46844228586997,203.74067816616153,5576.259,481917.653,3102982.425,5615.000,24.484,10.474
3145,12448.24833269181909,218.04723722730299,5576.259,481916.769,3102980.880,5615.000,24.484,10.474
3146,12450.59425643945724,237.18311659425967,5576.259,481915.073,3102979.260,5615.000,24.484,10.474
3147,12453.29790168382897,259.95636056596510,5576.510,481912.565,3102978.249,5615.000,24.190,10.474
3148,12454.81712428139326,259.81595645011913,5576.510,481911.047,3102978.298,5615.000,24.190,10.474
3149,12457.44304841151279,262.59200370972997,5578.266,481908.616,3102977.304,5615.000,23.659,10.474
3150,12460.19610257071690,282.96639927546454,5578.299,481905.886,3102977.660,5615.000,23.211,10.474
3151,12463.37760704917673,306.43020226849558,5577.062,481902.869,3102978.670,5615.000,23.743,10.474
3152,12465.95228885655888,324.35115605090027,5577.062,481901.369,3102980.762,5615.000,23.743,10.474
3153,12468.52697066431938,336.28231927182412,5577.062,481899.868,3102982.854,5616.000,23.743,10.474
3154,12473.32844985307929,349.90331787940039,5578.310,481898.887,3102987.555,5616.000,24.913,10.474
3155,12476.14738245279477,351.59315326965765,5578.485,481898.475,3102990.343,5616.000,24.712,10.474
3156,12478.96631505250116,348.00307823330309,5578.485,481898.063,3102993.132,5616.000,24.712,10.474
3157,12482.08744401775039,344.41300319699724,5581.432,481897.224,3102996.138,5617.000,24.712,10.474
3158,12485.20857298346164,337.86878023042595,5581.432,481896.386,3102999.145,5617.000,24.712,10.474
3159,12488.98113917759292,331.32455726491759,5585.111,481894.575,3103002.455,5617.000,24.802,10.474
3160,12492.75370537212984,323.86978200170142,5585.111,481892.765,3103005.764,5617.000,24.802,10.474
3161,12497.42067618109104,311.36564565254707,5582.323,481889.548,3103009.145,5619.000,24.358,10.474
3162,12502.24020481657681,295.36382708888522,5586.187,481885.664,3103011.999,5619.000,25.715,10.474
3163,12504.80350100278338,269.27732542714017,5586.187,481883.182,3103012.637,5619.000,25.715,10.474
3164,12507.84867338732511,254.14328124496521,5581.701,481880.252,3103011.805,5619.000,25.422,10.474
3165,12510.89384577192504,241.01217594420217,5581.701,481877.323,3103010.973,5620.000,25.422,10.474
3166,12514.22423977501239,227.88107063998251,5579.399,481874.853,3103008.740,5620.000,24.065,10.474
3167,12517.55463377836531,213.68565950022881,5578.024,481872.382,3103006.506,5618.000,23.787,10.474
3168,12520.45701352884498,199.49024836432361,5578.024,481871.414,3103003.770,5618.000,23.787,10.474
3169,12523.35939327934466,189.62435443396629,5578.519,481870.446,3103001.034,5618.000,23.697,10.474
3170,12526.03694863079909,179.75846050371109,5578.519,481870.457,3102998.356,5618.000,23.697,10.474
3171,12528.71450398271918,185.04235157256289,5578.519,481870.468,3102995.679,5618.000,23.697,10.474
3172,12532.72720185889011,189.69274247414799,5580.176,481869.749,3102991.731,5616.000,23.697,10.474
3173,12537.40176555790822,175.86865026166910,5580.176,481869.013,3102987.115,5616.000,23.697,10.474
3174,12540.72262866800338,173.60737451381837,5582.078,481870.002,3102983.945,5616.000,22.528,10.474
3175,12544.87777204434860,192.21563384994943,5582.078,481869.673,3102979.802,5615.000,22.528,10.474
3176,12548.96311332204823,211.10253234368636,5584.148,481868.283,3102975.961,5615.000,21.996,10.474
3177,12551.58973811025862,222.31048779882812,5582.733,481866.515,3102974.018,5614.000,21.918,10.474
3178,12554.21636289842900,235.80092472704112,5582.733,481864.747,3102972.076,5614.000,21.918,10.474
3179,12556.36369821217340,262.54140812585666,5582.733,481862.738,3102971.317,5614.000,21.918,9.823
3180,12558.93070396976327,275.79145459081951,5582.733,481860.184,3102971.576,5614.000,21.918,9.823
3181,12561.49770972730948,300.79347248518542,5580.959,481857.630,3102971.835,5614.000,21.740,9.823
3182,12564.46746071002963,340.71141063648400,5580.959,481855.961,3102974.291,5614.000,21.740,9.823
3183,12567.12461552624700,355.62733088887217,5580.959,481855.758,3102976.940,5614.000,21.740,9.823
3184,12569.78177034245709,356.72812222499192,5579.969,481855.556,3102979.590,5614.000,22.272,9.823
3185,12574.26287334942208,357.82891356037317,5579.969,481855.386,3102984.068,5616.000,22.272,9.823
3186,12578.74397635592504,343.78312744300376,5579.570,481855.216,3102988.545,5616.000,23.441,9.823
3187,12581.55739992882445,313.01438132536055,5579.570,481853.798,3102990.976,5615.000,23.441,9.823
3188,12585.14856727724509,287.66603253998278,5580.035,481850.578,3102992.566,5615.000,23.036,9.823
3189,12589.32724281310038,288.11659370555657,5580.035,481846.452,3102993.223,5615.000,23.036,9.823
3190,12591.70221893817870,298.22033252465752,5579.283,481844.339,3102994.308,5615.000,23.036,9.823
3191,12594.25663845215240,299.24812139319357,5580.465,481842.110,3102995.556,5617.000,22.786,9.823
3192,12596.81105796612610,283.03908138177218,5580.465,481839.882,3102996.804,5617.000,22.786,9.823
3193,12600.33959283836157,279.26949650889338,5580.465,481836.359,3102996.609,5617.000,22.786,9.823
3194,12604.77630242568193,303.93673034649015,5581.198,481832.237,3102998.250,5617.000,22.233,9.823
3195,12608.73289163637673,331.67629481599874,5581.198,481829.496,3103001.104,5617.000,22.233,9.823
3196,12613.28426550458425,338.67741352758634,5581.169,481828.487,3103005.542,5617.000,22.323,9.823
3197,12618.23178498233028,328.17280702577006,5581.632,481826.026,3103009.834,5620.000,23.254,9.823
3198,12621.91734800213271,297.64091482472497,5582.712,481823.974,3103012.896,5620.000,23.502,9.823
3199,12626.16231334427357,273.14672685795188,5582.712,481819.730,3103012.830,5620.000,23.502,9.823
3200,12628.92617285111737,277.19049164448552,5582.722,481816.988,3103013.176,5620.000,24.655,9.823
3201,12631.69003235790660,240.00421501324041,5582.722,481814.246,3103013.521,5620.000,24.655,9.823
3202,12635.55427800492726,209.75109191174280,5581.557,481812.747,3103009.960,5620.000,24.342,9.823
3203,12639.19394171095882,211.08033445242580,5581.835,481810.573,3103007.041,5620.000,24.335,9.823
3204,12642.72312879563469,216.86676960150101,5581.835,481809.055,3103003.855,5617.000,24.335,9.823
3205,12646.81659911442875,223.97303855878073,5581.458,481806.000,3103001.129,5617.000,21.748,9.823
3206,12649.98052377221211,221.14564463434141,5581.458,481803.980,3102998.695,5617.000,21.748,9.823
3207,12652.41252538688423,217.55323431377229,5582.882,481802.334,3102996.905,5617.000,21.748,9.823
3208,12655.32828010668527,198.88268559111751,5582.882,481800.767,3102994.446,5614.000,21.748,9.823
3209,12658.76974589400743,191.28069459190803,5582.609,481800.451,3102991.019,5614.000,21.592,9.823
3210,12661.97433161156550,197.30015874439013,5582.609,481799.498,3102987.959,5614.000,21.592,9.823
3211,12665.17891732868156,215.60611088888297,5582.146,481798.545,3102984.899,5614.000,20.422,9.823
3212,12667.65694726269430,233.76130627887596,5582.146,481796.543,3102983.440,5614.000,20.422,9.823
3213,12670.43407680293058,249.02885162118503,5583.823,481794.307,3102981.792,5612.000,20.422,9.823
3214,12672.33283875804591,264.42955488941459,5583.823,481792.417,3102981.608,5612.000,20.422,9.823
3215,12675.35166267035129,264.37521529262375,5583.823,481789.413,3102981.315,5613.000,20.422,9.823
3216,12678.96854818950487,260.65216600320429,5584.365,481785.814,3102980.958,5613.000,20.061,9.823
3217,12680.95244970108615,267.73288669429559,5584.365,481783.881,3102980.510,5613.000,20.061,9.823
3218,12684.34666045109589,278.14796061413023,5584.365,481780.524,3102981.012,5613.000,20.061,9.823
3219,12688.26270385072712,279.33153322905298,5584.795,481776.644,3102981.543,5613.000,19.715,9.823
3220,12692.19704312354224,280.86706113512264,5584.795,481772.780,3102982.285,5615.000,19.715,9.823
3221,12696.13138239641921,286.62096114073529,5584.943,481768.916,3102983.027,5615.000,18.572,9.823
3222,12698.74394690472400,292.37486114642786,5584.943,481766.501,3102984.021,5616.000,18.572,9.823
3223,12701.35651141302696,298.77077295147296,5584.943,481764.085,3102985.016,5616.000,18.572,9.823
3224,12705.32350649578802,305.16668475651801,5588.976,481760.842,3102987.300,5616.000,18.759,9.823
3225,12709.29050157854726,321.00830659667514,5588.976,481757.599,3102989.585,5616.000,18.759,9.823
3226,12712.75762789348846,336.84992843487726,5588.976,481756.236,3102992.773,5616.000,18.759,9.823
3227,12716.22475420802584,336.84992843487726,5590.755,481754.873,3102995.961,5618.000,19.570,9.823
3228,12719.69188052296704,348.50974972123623,5592.011,481753.510,3102999.149,5617.000,19.570,9.823
3229,12724.06956115523644,0.16957100564037,5589.956,481753.523,3103003.527,5617.000,22.157,9.823
3230,12728.44724178750221,4.79433606918872,5589.956,481753.535,3103007.904,5620.000,22.157,9.823
3231,12731.55056708627126,9.41910113344057,5587.787,481754.043,3103010.966,5620.000,22.470,9.823
3232,12734.65389238458192,5.08147024716714,5587.787,481754.551,3103014.027,5620.000,22.470,9.823
3233,12738.80635672635981,0.74383935978864,5586.714,481754.605,3103018.180,5620.000,22.470,9.823
3234,12742.95882106813406,355.70683415592799,5586.714,481754.659,3103022.332,5622.000,22.470,9.823
3235,12745.83451814335422,350.66982895189659,5586.714,481754.193,3103025.169,5622.000,22.470,9.823
3236,12748.71021521858893,340.36766326521564,5585.871,481753.727,3103028.007,5622.000,22.470,9.823
3237,12751.34677682884285,330.06549757965490,5585.871,481752.411,3103030.292,5622.000,22.470,9.823
3238,12753.98333843907312,321.20280807066865,5585.871,481751.095,3103032.577,5625.000,22.470,9.823
3239,12758.26808015512870,312.34011856139637,5585.420,481747.928,3103035.463,5625.000,22.470,9.823
3240,12762.55282187114244,312.14158584670207,5587.015,481744.761,3103038.348,5625.000,22.392,9.823
3241,12767.11261855272642,305.32003130971691,5587.015,481741.369,3103041.396,5625.000,22.392,9.584
3242,12771.17983119642668,294.93354404413435,5591.610,481737.802,3103043.349,5625.000,21.783,9.584
3243,12773.35227822882734,262.57599364640441,5591.610,481735.776,3103044.134,5625.000,21.783,9.584
3244,12775.82538939192636,249.81476270645251,5591.610,481733.776,3103042.679,5625.000,21.783,9.584
3245,12779.27658267521110,283.65531574809177,5595.055,481730.334,3103042.418,5625.000,21.913,9.584
3246,12782.11965890425017,297.50499054876440,5595.055,481727.915,3103043.910,5625.000,21.913,9.584
3247,12785.00893389524754,281.66076330220335,5595.055,481725.262,3103045.055,5629.000,21.913,9.592
3248,12787.22350211405865,264.34312328141044,5595.055,481723.047,3103045.054,5629.000,21.913,9.592
3249,12790.47196875471309,282.62697684337496,5597.096,481719.862,3103044.418,5625.000,22.552,9.592
3250,12792.19122549901113,301.72693366922209,5597.096,481718.480,3103045.442,5629.000,22.552,9.592
3251,12795.11789522386971,285.86507101565053,5597.096,481715.871,3103046.766,5629.000,22.552,9.592
3252,12797.45645595789756,273.05402811963944,5597.590,481713.540,3103046.963,5629.000,22.933,9.592
3253,12801.74959242032855,268.39524830375802,5597.590,481709.248,3103047.059,5629.000,22.933,9.592
3254,12804.60722736707248,265.50098246279936,5595.300,481706.399,3103046.835,5629.000,23.078,9.592
3255,12807.46486231391464,254.36108522062327,5595.300,481703.551,3103046.611,5629.000,23.078,9.592
3256,12811.29833362473801,241.38265681068484,5595.300,481700.128,3103044.884,5629.000,23.078,9.592
3257,12814.01521806404526,234.96458183970120,5591.497,481697.786,3103043.507,5625.000,24.689,9.592
3258,12816.06161650357717,244.07852069279173,5591.497,481696.210,3103042.202,5625.000,24.689,9.592
3259,12818.80556163774781,266.03705304520395,5591.375,481693.528,3103041.621,5625.000,21.910,9.592
3260,12821.75449518415917,278.15432155690650,5589.168,481690.587,3103041.842,5625.000,23.204,9.592
3261,12824.54348410664716,273.40730140551727,5589.476,481687.860,3103042.422,5625.000,26.154,9.592
3262,12827.02302956155472,266.17102571098695,5589.476,481685.390,3103042.198,5625.000,26.154,9.592
3263,12831.56658022346710,283.59324055966113,5588.399,481680.851,3103042.002,5625.000,23.538,9.592
3264,12836.28749613262880,282.67620331404436,5588.741,481676.748,3103044.338,5626.000,25.360,9.592
3265,12839.53866331941572,282.86663626605491,5589.149,481673.506,3103044.094,5626.000,24.196,9.592
3266,12842.40428091031754,300.03335804421226,5589.149,481671.025,3103045.528,5629.000,24.196,9.592
3267,12845.26989850127029,290.27318330203218,5589.149,481668.544,3103046.963,5629.000,24.196,9.592
3268,12849.97156952031037,298.95476052640589,5590.909,481663.922,3103047.821,5629.000,24.196,9.592
3269,12853.52529299415073,317.39651249266836,5590.465,481661.516,3103050.436,5629.000,27.026,9.592
3270,12857.07901646799291,315.85187623853801,5590.465,481659.110,3103053.052,5629.000,27.026,9.592
3271,12860.99593696906049,314.30723998440754,5591.511,481656.308,3103055.788,5629.000,27.026,9.592
3272,12864.91285747012262,310.57429407667433,5591.092,481653.505,3103058.524,5632.000,28.162,9.592
3273,12869.62948312050503,330.36702668119761,5592.094,481649.730,3103061.352,5632.000,28.162,9.592
3274,12874.39456816446182,355.68742147107719,5592.094,481649.223,3103066.090,5632.000,28.162,9.592
3275,12878.30532257364030,355.69678709671552,5591.304,481649.051,3103069.997,5634.000,29.021,9.592
3276,12881.74700908022714,327.58503771810183,5591.304,481648.686,3103073.419,5634.000,29.021,9.592
