vertex_index,distance,angle,elev,x,y,relief,velocity
165,669.30282472859369,127.91594473779573,277.414,1026286.540,-537470.559,6.352,6.083
166,672.59939678121805,127.91575754209660,277.469,1026289.141,-537472.585,6.305,6.115
167,675.86234507517668,127.91557034720378,277.570,1026291.715,-537474.590,6.250,6.115
168,679.12529336920693,134.33757932793347,277.789,1026294.289,-537476.595,6.273,6.115
169,681.83839345839920,140.75958830803128,277.984,1026296.005,-537478.696,6.258,6.115
170,684.55149354742764,126.34893906847059,278.078,1026297.721,-537480.798,6.180,6.115
171,688.31640967093222,111.93828982906641,278.344,1026301.214,-537482.204,6.094,6.115
172,692.08132579432879,111.30256816936568,278.500,1026304.706,-537483.611,6.250,6.115
173,696.11733976042967,110.66684650981556,278.641,1026308.482,-537485.035,6.234,6.115
174,700.15335372668051,127.61975704559958,278.672,1026312.259,-537486.460,6.063,6.115
175,703.65124774267065,144.57266758145479,278.680,1026314.286,-537489.310,5.898,6.115
176,707.14914175875560,134.99148978813705,278.695,1026316.314,-537492.160,5.656,6.115
177,710.61256566149382,125.41031199370865,278.695,1026319.137,-537494.167,5.688,6.115
178,714.07598956432696,125.41031199370865,278.711,1026321.959,-537496.174,5.742,6.115
179,717.53941346706517,132.79733092776925,278.781,1026324.782,-537498.181,5.883,6.115
180,721.69017450884564,140.18434986075741,278.875,1026327.440,-537501.369,5.945,6.115
181,725.84093555053676,140.87235388299212,279.133,1026330.098,-537504.557,6.023,6.115
182,728.38673877568829,141.56035790676736,279.172,1026331.680,-537506.551,6.000,6.115
183,730.93254200076763,126.85733432916516,279.273,1026333.263,-537508.545,6.016,6.115
184,734.36851924053565,112.15431074963789,279.477,1026336.445,-537509.841,6.063,6.115
185,737.80449648025967,112.15431074963789,279.516,1026339.628,-537511.137,6.047,6.115
186,741.24047372002769,118.60384513996065,279.586,1026342.810,-537512.432,6.016,6.115
187,746.03217919933059,125.05337952938446,279.594,1026346.733,-537515.184,6.016,6.115
188,750.82388467863348,127.74383171179799,279.609,1026350.655,-537517.936,6.055,6.115
189,754.23432090009851,130.43428389484575,279.641,1026353.251,-537520.148,5.898,7.354
190,757.64475712147510,130.43428389484575,279.734,1026355.847,-537522.360,5.797,7.354
191,761.05519334294002,134.74451118756087,279.914,1026358.443,-537524.572,5.664,7.354
192,765.64738153792348,139.05473848083767,279.969,1026361.452,-537528.041,5.570,7.354
193,770.23956973307156,133.25336489695414,280.008,1026364.462,-537531.509,5.594,7.354
194,773.91239156068991,127.45199131386408,280.000,1026367.377,-537533.743,5.609,7.354
195,777.58521338837920,120.28114736581274,280.063,1026370.293,-537535.976,5.672,7.354
196,780.48759986692096,113.11030341854845,280.133,1026372.963,-537537.115,5.656,7.354
197,783.38998634540133,130.49303149037789,280.242,1026375.632,-537538.255,5.602,7.354
198,786.22754654510084,147.87575956069944,280.375,1026377.141,-537540.658,5.516,7.354
199,789.06510674480012,131.20678668295736,280.508,1026378.650,-537543.061,5.414,7.354
200,791.75852786621579,114.53781380521527,280.617,1026381.100,-537544.179,5.289,7.354
201,794.45194898763157,100.98981440989932,280.680,1026383.550,-537545.298,5.289,7.354
202,797.58838676158587,87.44181501458338,280.773,1026386.683,-537545.158,5.313,7.354
203,800.72482453554051,88.31625276842001,280.797,1026389.817,-537545.018,5.344,7.354
204,805.19739007724172,107.59070843907118,280.797,1026394.289,-537544.955,5.547,7.354
205,809.51602108039265,125.99072635571468,280.805,1026397.783,-537547.493,5.633,7.354
206,813.83465208338100,125.99072635571468,280.867,1026401.277,-537550.031,5.789,7.354
207,818.15328308653204,130.07808100535945,280.922,1026404.772,-537552.568,5.906,7.354
208,822.88107505989819,134.16543565434171,280.945,1026408.163,-537555.862,5.984,7.354
209,827.60886703334802,137.49344009076549,280.930,1026411.554,-537559.156,5.938,7.354
210,830.17725858541132,140.82144452686046,280.898,1026413.177,-537561.147,5.961,7.354
211,832.74565013738459,150.26503913790378,280.883,1026414.800,-537563.138,5.930,7.354
212,836.29215014914860,159.70863374888540,280.930,1026416.029,-537566.465,5.828,7.354
213,839.83865016095308,153.93376055810609,280.977,1026417.259,-537569.791,5.758,7.354
214,843.58075754209892,148.15888736867902,281.102,1026419.234,-537572.970,5.656,7.354
215,847.32286492334333,135.85828607651655,281.242,1026421.208,-537576.149,5.563,7.354
216,852.29346929088081,123.55768478444303,281.414,1026425.350,-537578.897,5.570,7.354
217,857.26407365848252,127.49667270932994,281.586,1026429.492,-537581.644,5.539,7.354
218,859.96522208513250,131.43566063273204,281.664,1026431.517,-537583.432,5.500,7.354
219,862.66637051170540,142.68086222802617,281.711,1026433.542,-537585.220,5.453,7.354
220,865.60339351981884,153.92606382474506,281.719,1026434.833,-537587.858,5.406,7.354
221,868.54041652803676,160.14429668674055,281.703,1026436.124,-537590.496,5.328,7.354
222,872.26678891728307,166.36252954736722,281.727,1026437.003,-537594.117,5.180,6.644
223,875.99316130655677,152.49927061863062,281.758,1026437.881,-537597.738,5.078,6.644
224,879.52930306323412,138.63601169076381,281.836,1026440.218,-537600.392,4.875,6.644
225,883.06544481991148,138.63601169076381,281.875,1026442.555,-537603.046,4.805,6.644
226,886.60158657658883,142.25461926608517,281.898,1026444.892,-537605.700,4.742,6.644
227,891.15498757344847,145.87322684080019,281.914,1026447.446,-537609.470,4.820,6.644
228,895.70838857037347,145.87322684080019,281.977,1026450.001,-537613.239,4.828,6.644
229,900.26178956723311,145.87322684140648,282.094,1026452.555,-537617.008,4.945,6.644
230,904.81519056409275,141.51517538722837,282.219,1026455.110,-537620.778,5.141,6.644
231,908.72123939241601,137.15712393425687,282.305,1026457.766,-537623.642,5.227,6.644
