vertex_index,distance,angle,elev,x,y,Velocity,relief
83,350.24220392049637,51.61380867863376,4101.538,-1479113.648,766259.883,139.722,18.779
84,354.69176605167684,51.61380867863376,4101.809,-1479110.160,766262.646,139.722,18.779
85,359.14132818292961,48.50355879252174,4101.643,-1479106.673,766265.409,139.722,21.268
86,362.48057617687323,45.39330890699722,4102.222,-1479104.295,766267.754,139.722,21.268
87,365.81982417081673,45.39330890699722,4102.222,-1479101.918,766270.099,139.722,21.268
88,369.15907216476035,11.29531427939102,4102.222,-1479099.540,766272.444,139.722,21.268
89,372.24093372369782,337.19731964978962,4102.096,-1479100.735,766275.285,139.722,22.062
90,375.32279528272574,312.50326931256615,4102.096,-1479101.929,766278.126,139.722,22.062
91,378.64206233072662,287.80921897733776,4102.063,-1479105.089,766279.141,139.722,22.062
92,381.96132937872761,274.38743759823791,4102.063,-1479108.250,766280.156,139.722,22.062
93,385.76577215316968,260.96565621913811,4102.063,-1479112.007,766279.559,139.722,22.062
94,389.57021492761174,260.96565621913811,4102.222,-1479115.764,766278.961,139.722,22.062
95,393.37465770205387,260.96565621913811,4102.222,-1479119.521,766278.364,139.722,22.062
96,397.17910047649582,254.23306203326328,4102.898,-1479123.279,766277.766,159.110,22.062
97,401.04913679852120,247.50046784738845,4102.898,-1479126.854,766276.285,159.110,22.062
98,404.91917312054653,247.50046784738845,4103.163,-1479130.430,766274.804,159.110,22.062
99,408.78920944257186,267.73380521143952,4103.163,-1479134.005,766273.323,159.110,22.062
100,412.21474566523347,287.96714257641685,4103.163,-1479137.264,766274.380,159.110,22.062
101,415.64028188793094,332.28109232431541,4102.896,-1479140.522,766275.437,159.110,22.062
102,418.97987974270990,16.59504207348728,4102.896,-1479139.568,766278.637,159.110,22.062
103,422.31947759744378,33.81468039389854,4103.909,-1479138.614,766281.838,156.620,22.123
104,426.99224690568838,51.03431871121284,4103.635,-1479134.981,766284.776,156.620,22.123
105,431.66501621375198,49.17792520003502,4103.635,-1479131.348,766287.715,156.620,22.123
106,435.00280848894334,47.32153168975484,4104.226,-1479128.894,766289.977,156.620,22.647
107,438.34060076413465,32.11444107837419,4104.226,-1479126.440,766292.240,156.620,22.647
108,443.23798908512225,16.90735046679552,4104.226,-1479125.016,766296.926,156.620,22.647
109,448.13537740622127,6.14812493955712,4104.378,-1479123.592,766301.611,156.620,23.046
110,452.45469892899155,350.49716443140534,4104.378,-1479123.939,766305.917,156.620,23.046
111,455.61484669210097,345.60542945233834,4105.054,-1479124.725,766308.978,156.620,23.484
112,458.77499445515258,351.13637914007995,4105.054,-1479125.510,766312.039,156.620,23.484
113,462.73610617349135,0.33169258971993,4106.350,-1479125.741,766315.993,156.620,23.484
114,466.84359055984135,3.99605635366260,4106.350,-1479125.454,766320.091,156.620,23.484
115,470.95107494619134,10.47940207840970,4108.768,-1479125.168,766324.188,156.620,23.484
116,475.47475441619741,16.96274780294173,4108.768,-1479123.848,766328.515,156.620,23.484
117,479.99843388631490,31.11426930116899,4113.588,-1479122.528,766332.842,156.620,23.484
118,483.73738974071398,45.26579080086694,4109.010,-1479119.872,766335.473,148.718,23.484
119,487.47634559527847,51.37136424368678,4109.010,-1479117.216,766338.105,148.718,23.484
120,491.72030256501341,57.47693768440604,4113.969,-1479113.638,766340.387,148.718,22.955
121,495.96425953455201,57.47693768440604,4108.785,-1479110.060,766342.668,148.718,22.955
122,500.20821650428695,59.27070790355534,4108.785,-1479106.481,766344.950,148.718,22.955
123,504.11282255900983,61.06447812343368,4106.588,-1479103.064,766346.839,148.718,22.955
124,508.01742861388016,61.06447812343368,4107.812,-1479099.647,766348.728,148.718,22.517
125,511.92203466860303,58.01048861848216,4105.681,-1479096.230,766350.617,148.718,22.517
126,515.78329488932127,54.95649911680368,4105.681,-1479093.068,766352.835,148.718,22.517
127,519.64455511016331,45.10387816858968,4105.681,-1479089.907,766355.052,148.718,22.517
128,524.51339926209539,35.25125721716253,4105.083,-1479087.097,766359.028,148.718,22.161
129,529.38224341398814,41.76747244118217,4105.083,-1479084.287,766363.004,148.718,22.161
130,532.87028567164145,48.28368766798842,4107.186,-1479081.683,766365.325,148.718,21.475
131,536.35832792946860,48.28368766798844,4105.162,-1479079.080,766367.646,148.718,21.475
132,539.84637018712192,54.86718643882158,4105.162,-1479076.476,766369.967,148.718,21.475
133,544.13884808496539,61.45068521166988,4105.162,-1479072.705,766372.019,148.718,21.475
134,548.43132598301338,61.45068521166988,4104.929,-1479068.935,766374.070,148.718,20.813
135,552.72380388085685,61.21367268298506,4104.929,-1479065.164,766376.121,148.718,20.813
136,557.10185754444558,60.97666015511594,4104.804,-1479061.336,766378.246,148.718,20.813
137,561.47991120829442,60.97666015511594,4104.804,-1479057.508,766380.370,148.718,20.813
138,565.85796487188315,58.12987079876120,4104.579,-1479053.679,766382.494,148.718,21.279
139,570.35622508117842,55.28308144102562,4104.579,-1479049.982,766385.056,148.718,21.279
140,574.85448529034863,55.28308144102562,4105.110,-1479046.285,766387.617,148.718,19.930
141,579.35274549964390,55.28308144247956,4104.954,-1479042.587,766390.179,148.718,19.930
142,583.85100570893917,61.92089165209560,4104.954,-1479038.890,766392.741,148.718,19.930
143,587.37041479379786,68.55870186013682,4105.598,-1479035.614,766394.028,148.718,18.406
144,590.88982387848239,68.55870186013682,4105.598,-1479032.338,766395.314,148.718,18.406
145,594.40923296334108,61.30373009422922,4109.359,-1479029.062,766396.601,148.718,18.406
146,599.21976150342164,54.04875832730796,4106.052,-1479025.168,766399.425,148.718,18.406
147,604.03029004343375,51.02617258568276,4111.934,-1479021.274,766402.249,148.718,18.406
148,608.88873319975858,48.00358684308788,4111.934,-1479017.663,766405.500,148.718,18.406
149,613.74717635583249,42.55193049225700,4109.336,-1479014.052,766408.751,148.718,18.406
150,616.74893575093813,37.10027414360678,4117.029,-1479012.242,766411.145,148.718,18.406
151,619.75069514618417,18.70181054805653,4117.029,-1479010.431,766413.539,148.718,18.406
152,624.41368179132269,339.94517513611424,4116.330,-1479010.406,766418.202,148.718,18.406
153,628.80676319678241,307.75636992679711,4116.330,-1479013.254,766421.547,148.718,18.406
154,631.84305368461139,295.92573653306016,4110.281,-1479015.985,766422.874,148.718,18.406
155,634.87934417223096,286.61783732883185,4110.281,-1479018.716,766424.202,148.718,18.406
156,638.17886029862336,277.30993812464556,4107.094,-1479021.988,766424.621,148.718,18.406
157,641.47837642503055,271.74648690861449,4107.094,-1479025.261,766425.041,148.718,18.406
158,644.94880381428538,266.18303569062192,4107.094,-1479028.724,766424.810,148.718,18.406
159,648.41923120354795,265.05255705812453,4105.897,-1479032.186,766424.579,148.718,19.285
160,651.15805188690626,263.92207842632808,4105.897,-1479034.910,766424.289,148.718,19.285
161,653.89687257003311,243.91379409028693,4105.897,-1479037.633,766423.999,148.718,19.285
162,658.17885033138919,223.90550975616603,4104.921,-1479040.603,766420.914,148.718,19.930
163,662.46082809282291,223.90550975616603,4104.921,-1479043.572,766417.829,148.718,19.930
164,666.74280585417898,225.75732364102643,4104.921,-1479046.542,766414.744,148.718,19.930
165,671.61347574917659,227.60913752805493,4105.379,-1479050.139,766411.460,148.718,21.279
166,676.48414564409575,227.60913752805493,4105.379,-1479053.736,766408.176,148.718,21.279
167,681.35481553909335,230.40489944960453,4105.298,-1479057.333,766404.893,148.718,21.279
168,685.91077253865274,233.20066137253681,4105.298,-1479060.982,766402.164,148.718,21.279
169,690.46672953839857,233.20066137253681,4106.674,-1479064.630,766399.435,148.718,21.279
170,695.02268653795795,230.32142625067539,4105.901,-1479068.278,766396.705,148.718,21.279
171,698.78049310470965,227.44219112914433,4105.901,-1479071.046,766394.164,148.718,21.279
172,702.53829967121112,246.78917339592337,4107.732,-1479073.814,766391.622,148.718,21.279
173,706.08250934679836,266.13615566324916,4107.732,-1479077.350,766391.384,148.718,21.279
174,709.62671902238560,277.32749756587646,4109.005,-1479080.886,766391.145,148.718,21.279
175,712.23547132161207,288.51883946971594,4109.005,-1479083.360,766391.973,148.718,21.279
176,714.84422362087548,311.75958750889629,4109.005,-1479085.833,766392.802,148.718,21.279
177,718.35747811902138,335.00033554554483,4109.005,-1479087.318,766395.986,148.718,21.279
178,721.87073261737123,359.05704974692281,4112.842,-1479088.803,766399.170,148.718,21.279
179,725.95102308239677,23.11376394962036,4110.088,-1479087.201,766402.923,148.718,21.279
180,730.03131354742220,35.61433044023048,4112.456,-1479085.599,766406.676,148.718,21.279
181,734.07979786045507,48.11489692912734,4112.456,-1479082.585,766409.379,148.718,21.279
182,738.12828217339211,48.11489692912734,4109.769,-1479079.571,766412.081,148.718,21.279
183,742.17676648642475,45.45979698738804,4110.847,-1479076.557,766414.784,148.718,21.279
184,746.19325600961372,42.80469704271706,4110.847,-1479073.828,766417.731,148.718,21.279
185,750.20974553264443,42.80469704328129,4108.349,-1479071.099,766420.678,148.718,21.279
186,754.22623505574813,42.80469704328130,4109.376,-1479068.370,766423.625,148.718,21.279
187,758.24272457877885,42.80469704271707,4109.376,-1479065.640,766426.572,148.718,21.279
188,762.25921410196781,44.15344324231756,4106.338,-1479062.911,766429.518,148.718,21.279
189,766.80439956490466,45.50218944172820,4108.051,-1479059.669,766432.704,153.012,21.279
190,771.34958502800748,45.50218944172822,4108.051,-1479056.427,766435.890,153.012,21.279
191,775.89477049094444,45.50218944172820,4107.236,-1479053.185,766439.075,153.012,21.279
192,780.43995595404738,45.50218944172822,4107.236,-1479049.943,766442.261,153.012,21.279
193,784.98514141698411,48.86386358585426,4107.236,-1479046.701,766445.447,153.012,21.279
194,789.84692630180336,52.22553773071068,4106.337,-1479042.859,766448.425,153.012,19.930
195,794.70871118636717,52.22553773071068,4106.337,-1479039.016,766451.403,153.012,19.930
196,799.57049607118620,63.43955189412282,4105.972,-1479035.173,766454.381,153.012,19.285
197,804.25400268067597,74.65356605685980,4106.665,-1479030.656,766455.620,153.012,19.090
198,808.93750928994109,74.65356605685982,4106.207,-1479026.140,766456.860,153.012,20.446
199,813.62101589943074,70.45788580322188,4106.048,-1479021.623,766458.099,153.012,20.446
200,818.41088661669755,66.26220554920704,4106.048,-1479017.239,766460.028,153.012,20.446
201,823.20075733396436,66.26220554920704,4107.579,-1479012.854,766461.956,153.012,20.446
202,827.99062805123117,61.23519280641302,4106.597,-1479008.469,766463.884,153.012,20.636
203,832.77333593523701,56.20818006226380,4107.519,-1479004.495,766466.544,126.814,20.636
204,837.55604381911394,56.20818006226380,4107.519,-1479000.520,766469.204,126.814,20.636
205,842.33875170311967,50.88306100462410,4110.332,-1478996.545,766471.864,126.814,20.636
206,847.28707845698523,45.55794194468548,4107.292,-1478993.012,766475.329,126.814,20.636
207,852.23540521068469,45.55794194468548,4107.292,-1478989.479,766478.794,126.814,20.636
208,857.18373196455013,47.92465718150292,4111.582,-1478985.946,766482.258,126.814,20.636
209,861.10498324051980,50.29137241911758,4111.582,-1478982.930,766484.764,126.814,20.636
210,865.02623451659440,50.29137241911756,4118.681,-1478979.913,766487.269,126.814,20.636
211,868.94748579256418,47.06432611449042,4113.592,-1478976.896,766489.774,126.814,20.228
212,872.93898619592403,43.83727981280964,4113.592,-1478974.132,766492.653,126.814,20.228
213,876.93048659944509,43.83727981280966,4119.174,-1478971.367,766495.532,126.814,19.850
214,880.92198700280494,33.00777824240298,4118.716,-1478968.603,766498.411,126.814,19.774
215,883.53984851122254,22.17827667368258,4118.716,-1478967.615,766500.835,126.814,19.774
216,886.15771001953237,353.69233446118892,4118.716,-1478966.626,766503.260,126.814,19.774
217,890.73369867021643,313.49289568046970,4117.987,-1478969.238,766507.018,126.814,19.774
218,895.39710312743875,284.13233682139241,4111.242,-1478973.202,766509.473,126.814,19.774
219,898.66097247510061,266.48527453005971,4111.242,-1478976.460,766509.273,126.814,19.774
220,901.92484182276235,250.42467146109823,4111.242,-1478979.717,766509.073,126.814,19.774
221,905.78282569835892,234.36406839143413,4108.094,-1478982.853,766506.826,126.814,19.774
222,909.64080957402291,232.12236257945040,4106.471,-1478985.988,766504.578,126.814,19.774
223,912.71055492572179,229.88065676676905,4106.471,-1478988.336,766502.600,126.814,19.774
224,915.78030027724276,241.87189208229179,4106.328,-1478990.683,766500.622,126.814,19.774
225,919.70308218693003,253.86312739968739,4106.328,-1478994.451,766499.531,126.814,19.774
226,923.62586409684116,253.86312739968739,4106.395,-1478998.220,766498.441,126.814,19.774
227,927.54864600652843,253.17286399619209,4106.395,-1479001.988,766497.351,126.814,19.774
228,931.69657460124893,252.48260059240269,4106.233,-1479005.943,766496.102,153.012,20.350
229,935.84450319600444,252.48260059191861,4106.233,-1479009.899,766494.854,153.012,20.350
230,939.99243179050291,252.48260059268540,4106.437,-1479013.855,766493.605,153.012,20.350
231,944.14036038522340,253.04197445884469,4106.437,-1479017.810,766492.357,153.012,20.350
232,947.76765538811298,253.60134832540203,4106.437,-1479021.290,766491.333,153.012,20.350
233,951.39495039096971,253.60134832540203,4106.832,-1479024.770,766490.309,153.012,20.161
234,955.02224539385941,276.65143782259486,4106.832,-1479028.249,766489.285,153.012,20.161
235,958.35855911640931,299.70152732166031,4107.228,-1479031.147,766490.938,153.012,18.467
236,961.69487283875708,305.73844809954227,4107.228,-1479034.045,766492.591,153.012,18.467
237,966.09440356643597,311.77536887586825,4107.228,-1479037.326,766495.522,153.012,18.467
238,970.49393429403733,320.47947655050626,4107.988,-1479040.607,766498.453,153.012,18.886
239,974.62080181362171,329.18358422473557,4107.988,-1479042.721,766501.997,153.012,18.886
240,978.74766933342562,342.94262538395969,4108.480,-1479044.836,766505.541,153.012,20.156
241,980.95702184862785,19.25844585150299,4108.480,-1479044.963,766507.747,153.012,20.156
242,984.34776265425728,41.81522515950370,4108.480,-1479042.702,766510.274,153.012,20.156
243,987.73850345979986,41.81522515950370,4108.480,-1479040.441,766512.801,153.012,20.156
244,991.12924426542929,43.15318287551395,4108.827,-1479038.181,766515.328,153.012,19.643
245,994.83690396984127,44.49114059409369,4108.827,-1479035.582,766517.973,153.012,19.643
246,998.54456367433340,44.49114059409367,4108.827,-1479032.984,766520.618,153.012,19.643
247,1002.25222337874538,45.77180832416578,4109.360,-1479030.386,766523.263,153.012,20.880
248,1005.95411523182099,47.05247605558338,4108.644,-1479027.676,766525.785,153.012,19.509
249,1009.65600708464683,47.05247605558338,4108.644,-1479024.966,766528.307,153.012,19.509
250,1013.35789893772244,39.51129958549510,4108.741,-1479022.257,766530.829,153.012,19.325
251,1016.22657536530028,31.97012311681110,4108.444,-1479020.738,766533.263,153.012,19.514
252,1019.09525179300124,33.76178088001001,4108.444,-1479019.219,766535.697,153.012,19.514
253,1022.58182711663915,35.55343864123645,4108.038,-1479017.191,766538.533,153.012,19.514
254,1026.06840244027694,52.51145425103194,4108.038,-1479015.164,766541.370,153.012,19.514
255,1028.86220126188414,69.46946985999014,4108.450,-1479012.548,766542.350,153.012,20.037
256,1031.65600008327328,31.37689069033207,4108.450,-1479009.931,766543.329,153.012,20.037
257,1035.06401267143201,12.79195600278842,4107.687,-1479010.330,766546.714,153.012,20.377
258,1037.64269280482017,32.29960048187918,4107.687,-1479008.952,766548.894,153.012,20.377
259,1040.22137293808396,56.21441788522346,4107.687,-1479007.574,766551.073,153.012,20.377
260,1043.51835736814360,53.38729532179470,4109.127,-1479004.326,766551.639,126.814,20.377
261,1046.97881667792626,26.64535535240309,4109.127,-1479002.774,766554.732,126.814,20.377
262,1050.43927598781306,38.78542817066630,4107.960,-1479001.222,766557.824,126.814,21.705
263,1054.54524349897497,50.92550098975514,4107.960,-1478998.035,766560.413,126.814,21.705
264,1058.65121101039085,50.84465544658854,4110.188,-1478994.847,766563.001,126.814,21.705
265,1062.46128062726962,50.76380990124322,4108.768,-1478991.896,766565.411,126.814,21.832
266,1066.27135024404151,28.35408954005042,4108.768,-1478988.945,766567.821,126.814,21.832
267,1069.32185631839798,5.94436918064293,4111.217,-1478988.629,766570.855,126.814,21.832
268,1072.37236239275444,14.22288337036452,4110.130,-1478988.313,766573.889,146.945,21.035
269,1075.33478841179863,22.50139755757510,4110.130,-1478987.179,766576.626,146.945,21.035
270,1078.29721443086123,40.15296365994329,4110.130,-1478986.046,766579.363,146.945,21.035
271,1081.06890612437337,57.80452976482246,4109.741,-1478983.700,766580.839,146.945,20.499
272,1083.84059781788551,80.56339702545240,4109.741,-1478981.355,766582.316,146.945,20.499
273,1088.09872927503966,71.76486338711454,4112.949,-1478977.211,766581.335,146.945,20.499
274,1091.88156345123525,40.20746248757760,4112.949,-1478974.769,766584.224,146.945,20.499
275,1095.66439762751975,45.30286233047876,4112.949,-1478972.327,766587.113,146.945,20.499
276,1099.33395384432401,50.39826217580796,4118.393,-1478969.500,766589.452,146.945,20.499
277,1103.00351006123333,39.71607431497739,4118.393,-1478966.672,766591.791,146.945,20.499
278,1106.72134804893562,29.03388645028391,4118.393,-1478964.868,766595.042,146.945,20.499
279,1110.43918603662678,19.50368389353191,4122.707,-1478963.063,766598.293,146.945,20.499
280,1112.94010761118602,9.97348134164159,4122.707,-1478962.630,766600.756,146.945,20.499
281,1115.44102918567091,354.68296525092575,4122.707,-1478962.197,766603.219,146.945,20.499
282,1120.27218945848176,325.08181923455078,4117.471,-1478963.898,766607.741,146.945,20.499
283,1123.53574954309283,310.77118931174937,4117.471,-1478966.369,766609.872,146.945,20.499
284,1126.79930962770391,307.20254326836857,4117.471,-1478968.841,766612.003,146.945,20.499
285,1130.39822040390936,303.63389722318965,4115.665,-1478971.837,766613.997,146.945,20.499
286,1133.99713118024420,273.59766978036629,4112.380,-1478974.834,766615.990,146.945,20.499
287,1138.58091467329723,243.56144233868957,4112.380,-1478978.938,766613.949,146.945,20.499
288,1143.16469816640210,249.86939443376721,4109.387,-1478983.042,766611.908,146.945,20.499
289,1146.45611834457031,256.17734652901214,4109.387,-1478986.238,766611.122,146.945,20.499
290,1149.74753852251229,245.94300245736355,4107.912,-1478989.435,766610.336,146.945,21.861
291,1154.37647442284833,235.70865838560383,4107.912,-1478993.259,766607.728,146.945,21.861
292,1159.00541032324986,225.05910093831679,4107.802,-1478997.083,766605.120,146.945,23.234
293,1162.70085359901395,214.40954349162496,4107.898,-1478999.172,766602.071,146.945,23.234
294,1166.39629687477805,214.40954349162496,4107.898,-1479001.260,766599.022,146.945,23.234
295,1170.09174015054214,213.80584789382999,4108.987,-1479003.348,766595.973,146.945,23.234
296,1174.26672395093715,213.20215229693443,4108.675,-1479005.634,766592.480,161.541,23.308
297,1178.44170775155703,213.20215229693443,4108.675,-1479007.921,766588.986,161.541,23.308
298,1182.61669155195204,214.48963453615889,4109.372,-1479010.207,766585.493,161.541,21.713
299,1187.01654495794651,215.77711677706944,4109.372,-1479012.779,766581.923,161.541,21.713
300,1191.41639836417153,215.77711677706944,4109.931,-1479015.351,766578.354,161.541,20.586
301,1195.81625177016599,228.25545727451791,4109.931,-1479017.924,766574.784,161.541,20.586
302,1200.35263876525755,240.73379777347199,4110.338,-1479021.881,766572.567,161.541,20.586
303,1204.88902576055216,253.55634623646381,4110.478,-1479025.838,766570.349,153.012,20.681
304,1208.47053669462844,266.37889469954848,4110.478,-1479029.413,766570.123,153.012,20.681
305,1212.05204762846506,266.37889469954848,4110.424,-1479032.987,766569.896,153.012,21.124
306,1215.63355856254134,278.79040935445533,4110.424,-1479036.561,766569.670,153.012,21.124
307,1218.80048388027967,291.20192401115571,4110.250,-1479039.514,766570.816,153.012,22.241
308,1221.96740919806007,311.07943887102363,4110.583,-1479042.467,766571.961,161.541,21.444
309,1225.47043113274503,330.95695373037182,4110.583,-1479044.167,766575.023,161.541,21.444
310,1228.97345306753186,335.30377935578389,4110.583,-1479045.868,766578.086,161.541,21.444
311,1233.45799541650513,339.65060498238688,4109.136,-1479047.427,766582.291,161.541,21.732
312,1237.94253776550659,344.20493995184222,4109.136,-1479048.987,766586.495,161.541,21.732
313,1241.55635070812241,348.75927491964433,4108.417,-1479049.691,766590.040,161.541,23.308
314,1245.17016365073823,3.24359834970909,4108.417,-1479050.396,766593.584,161.541,23.308
315,1249.69636255942351,27.53269016729833,4108.689,-1479049.017,766597.896,161.541,23.308
316,1254.39989881908514,37.33745855439276,4109.795,-1479046.165,766601.635,161.541,23.308
317,1259.10343507883931,43.41469681345915,4109.936,-1479043.312,766605.375,161.541,23.308
318,1264.09430683170308,49.49193507346364,4109.936,-1479039.517,766608.617,161.541,23.308
319,1269.08517858449136,49.49193507346364,4111.386,-1479035.723,766611.859,161.541,23.308
320,1274.07605033735513,50.00983793733878,4110.715,-1479031.928,766615.100,161.541,23.308
321,1278.53767559106495,50.52774080209532,4111.584,-1479028.484,766617.937,161.541,23.308
