vertex_index,distance,angle,elev,x,y,Velocity,relief
127,418.74996622575992,343.36844140534316,4598.479,-1484074.649,784887.359,145.792,29.106
128,421.79012872783215,337.46078215493031,4597.674,-1484075.519,784890.272,145.792,29.106
129,425.60845630801106,331.55312290508357,4597.674,-1484077.338,784893.629,145.792,29.106
130,429.42678388830086,334.15126003205000,4597.674,-1484079.157,784896.987,145.792,29.106
131,432.27578212464317,336.74939716316572,4596.966,-1484080.282,784899.604,145.792,29.026
132,435.12478036100055,336.53230543469209,4596.966,-1484081.406,784902.222,145.792,29.026
133,438.50511076690947,336.31521370580867,4598.775,-1484082.764,784905.318,145.792,29.370
134,441.88544117283135,336.31521370580867,4597.949,-1484084.122,784908.413,145.792,29.370
135,445.26577157874021,339.17872814556404,4597.949,-1484085.480,784911.509,145.792,29.370
136,449.39687291525752,342.04224258930770,4597.087,-1484086.754,784915.439,145.792,29.073
137,453.52797425181376,343.38189314125424,4597.087,-1484088.027,784919.368,145.792,29.073
138,457.81574466656838,344.72154368991528,4596.376,-1484089.157,784923.505,145.792,28.852
139,462.10351508138433,343.75596484748587,4598.124,-1484090.287,784927.641,145.792,29.706
140,464.63078631249442,342.79038600655713,4598.124,-1484091.035,784930.055,145.792,29.706
141,467.15805754360440,340.87205405754247,4597.374,-1484091.782,784932.469,160.877,29.530
142,471.15645602514815,341.82475141463658,4597.374,-1484093.218,784936.201,160.877,29.530
143,474.71552187715366,348.85642677432929,4597.374,-1484094.158,784939.634,160.877,29.530
144,479.56541362904613,353.00466649506637,4596.792,-1484094.747,784944.448,160.877,29.208
145,482.40768559253570,352.99226016221968,4596.792,-1484095.094,784947.269,160.877,29.208
146,485.24995755602509,345.69403493462431,4596.546,-1484095.441,784950.090,160.877,28.696
147,488.35831373521825,338.39580970902404,4596.546,-1484096.585,784952.980,160.877,28.696
148,491.46666991432568,325.98536661475976,4596.546,-1484097.730,784955.870,160.877,28.696
149,495.05313902850554,309.65224209655986,4597.730,-1484100.328,784958.342,160.877,29.404
150,498.79693135122159,319.17352425417573,4597.730,-1484103.367,784960.528,160.877,29.404
151,501.64060686713822,332.61748783581487,4597.730,-1484104.675,784963.053,160.877,29.404
152,504.48428238294787,332.16170095556311,4597.389,-1484105.983,784965.578,160.877,28.828
153,508.59529495859118,333.43383388534568,4599.122,-1484107.932,784969.198,160.877,29.767
154,511.19839270841459,335.16175369978805,4599.122,-1484109.025,784971.560,160.877,29.767
155,513.80149045814017,322.73920475890037,4598.614,-1484110.119,784973.923,160.877,29.767
156,516.32793540547448,310.31665581498561,4598.614,-1484112.045,784975.557,160.877,29.767
157,518.85438035306174,311.29943503729254,4598.614,-1484113.971,784977.192,160.877,29.767
158,522.55839985289504,310.40411154019324,4600.606,-1484116.712,784979.684,160.877,30.575
159,525.34475088468423,319.42166470246366,4599.789,-1484118.892,784981.419,160.877,30.351
160,530.20895213478127,333.37232051605395,4599.789,-1484121.300,784985.645,160.877,30.351
161,534.03026763481307,343.22855659581649,4599.789,-1484122.828,784989.148,160.877,30.351
162,537.57342114884557,354.38228497149851,4600.709,-1484123.442,784992.637,160.877,30.435
163,541.37683320974395,358.73477720038329,4600.709,-1484123.526,784996.440,160.877,30.435
164,545.18024527063722,5.00496763450515,4599.851,-1484123.610,785000.242,160.877,30.382
165,549.06856022906584,11.27515806687376,4597.957,-1484122.850,785004.056,160.877,30.067
166,552.95687518749446,12.18679512415629,4597.347,-1484122.089,785007.869,160.877,29.476
167,555.76377472412753,13.09843217939360,4597.347,-1484121.453,785010.603,160.877,29.476
168,558.57067426059450,9.95841588845044,4597.347,-1484120.817,785013.337,160.877,29.476
169,561.48378166816190,6.81839959741496,4597.077,-1484120.471,785016.229,160.877,28.971
170,564.39688907558616,3.79783591038151,4597.077,-1484120.125,785019.122,160.877,28.971
171,568.74110008481478,0.77727222702092,4597.291,-1484120.067,785023.466,160.877,28.343
172,573.08531109404657,338.98295409699597,4597.291,-1484120.008,785027.809,160.877,28.343
173,576.72797271746742,303.78878579111205,4597.291,-1484122.483,785030.482,160.877,28.343
174,578.36372739463286,288.41021830313383,4597.461,-1484124.016,785031.051,160.877,28.950
175,580.20053938308877,300.22670989189982,4597.461,-1484125.778,785031.571,160.877,28.950
176,583.21709726246286,314.02191879432019,4597.461,-1484127.947,785033.667,160.877,28.950
177,586.23365514183695,326.06777846519844,4597.461,-1484130.116,785035.764,160.877,28.950
178,590.01969582720221,338.11363813640520,4597.935,-1484131.528,785039.277,160.877,28.036
179,593.80573651267548,343.42109231707224,4597.557,-1484132.939,785042.790,156.110,29.056
180,598.10797039210979,347.05173458828727,4597.557,-1484133.780,785047.009,156.110,29.056
181,602.50473097471195,335.91315016124798,4597.652,-1484134.890,785051.264,156.110,28.603
182,606.09997966456524,322.93933987477016,4597.652,-1484136.877,785054.260,156.110,28.603
183,609.76810769581675,316.92499730873112,4598.355,-1484139.263,785057.046,156.110,27.714
184,612.00177563409306,342.45479144518077,4598.356,-1484140.858,785058.610,156.110,28.714
185,616.18949331800627,5.46508668828150,4598.356,-1484140.096,785062.727,156.110,28.714
186,619.07382951946693,0.44328299744681,4598.110,-1484140.074,785065.612,156.110,28.318
187,621.95816572104388,354.37930598341893,4598.110,-1484140.051,785068.496,156.110,28.318
188,624.76664274996824,348.31532896964063,4598.110,-1484140.620,785071.246,156.110,28.318
189,627.57511977900663,344.57154501640622,4598.200,-1484141.189,785073.996,153.315,27.491
190,630.95549209226056,340.82776106139158,4598.200,-1484142.299,785077.189,153.315,27.491
191,634.33586440570093,337.09313385726563,4598.200,-1484143.409,785080.382,153.315,27.491
192,637.60426348878786,333.35850665650366,4598.926,-1484144.875,785083.304,153.315,26.198
193,640.87266257177043,324.81741283317291,4598.926,-1484146.340,785086.225,153.315,26.198
194,643.73243623054441,316.27631900882415,4598.540,-1484148.317,785088.292,153.315,28.283
195,646.59220988940251,300.07367719939214,4598.565,-1484150.293,785090.358,153.315,27.495
196,649.72703376533002,287.48737132168526,4598.565,-1484153.337,785091.110,153.315,27.495
197,653.22379860901970,304.22865924397945,4599.087,-1484156.599,785092.369,153.315,28.877
198,655.89754983338446,338.90520246381908,4599.087,-1484158.410,785094.336,153.315,28.877
199,658.59528531150477,314.53501512801057,4599.087,-1484158.389,785097.033,153.315,28.877
200,660.95046853765132,277.29116065324445,4599.087,-1484160.743,785096.976,153.315,28.877
