vertex_index,distance,angle,elev,x,y,Velocity,relief
31,106.50650962198497,118.71006068798742,3956.642,-1481617.614,764635.808,152.506,29.049
32,110.41742658884634,108.28580480355754,3957.294,-1481613.900,764634.580,152.506,29.049
33,114.32834355592878,122.48544436146717,3959.802,-1481610.187,764633.353,152.506,32.377
34,117.12106893593824,136.68508391899337,3959.802,-1481608.271,764631.321,152.506,32.377
35,119.91379431619212,140.97509044903381,3959.802,-1481606.355,764629.289,152.506,32.377
36,123.57453173904524,145.26509697901457,3961.054,-1481604.269,764626.281,152.506,32.377
37,127.23526916212670,137.34235848205242,3962.041,-1481602.184,764623.273,152.506,33.506
38,131.11366088879342,126.72928078078284,3962.041,-1481599.187,764620.810,152.506,33.506
39,135.00494182051526,101.24050561575312,3962.655,-1481595.963,764618.632,152.506,33.506
40,139.99211661643719,53.84107463056170,3962.655,-1481591.077,764619.631,152.506,33.506
41,143.30757108040979,354.54099040321597,3962.655,-1481589.457,764622.524,152.506,33.506
42,146.96315643635796,319.32881916397298,3961.131,-1481591.815,764625.318,152.506,32.377
43,151.92585693363520,321.12904049011217,3961.131,-1481595.083,764629.053,152.506,32.377
44,154.83526596278213,323.44234385359601,3961.131,-1481596.816,764631.390,152.506,32.377
45,157.74467499192906,325.96582741702684,3958.552,-1481598.549,764633.727,152.506,29.049
46,161.52605639495744,355.31193674931387,3958.552,-1481600.525,764636.951,152.506,29.049
47,165.88272702077336,42.46570362561724,3958.552,-1481598.883,764640.986,152.506,29.049
48,168.51102803511480,62.79684473422452,3957.812,-1481596.546,764642.188,152.506,28.771
49,171.13932904966333,71.59647188717480,3957.812,-1481594.208,764643.389,152.506,28.771
50,174.08195960958398,80.39609903858678,3957.812,-1481591.307,764643.880,152.506,28.771
51,177.02459016927506,99.47824118564075,3957.644,-1481588.405,764644.371,152.506,28.232
52,181.49274524849309,118.56038333307292,3957.644,-1481584.481,764642.235,152.506,28.232
53,185.96090032771107,125.77297406602318,3957.986,-1481580.557,764640.099,152.506,27.876
54,189.55236150768624,132.98556479965271,3957.986,-1481577.929,764637.650,152.506,27.876
55,193.14382268774077,120.42365794184079,3957.986,-1481575.302,764635.201,152.506,27.876
56,197.42315806800835,80.73062337949078,3958.249,-1481571.229,764633.889,152.506,27.441
57,202.13159991562233,24.83268656944616,3958.249,-1481567.439,764636.683,152.506,27.441
58,204.78707198498577,356.06587746317422,3958.249,-1481567.621,764639.332,152.506,27.441
59,207.44254405423305,347.26388055569811,3956.892,-1481567.804,764641.981,152.506,25.291
60,211.15381933875148,338.46188364797825,3956.892,-1481569.166,764645.433,152.506,25.291
61,214.86509462316161,357.81767324406707,3956.892,-1481570.529,764648.886,152.506,25.291
62,218.63394805090113,17.17346284048585,3956.638,-1481569.416,764652.486,152.506,24.179
63,222.40280147864064,34.70067848588409,3956.638,-1481568.303,764656.087,152.506,24.179
64,226.94217662328913,52.22789413128234,3957.108,-1481564.715,764658.868,152.506,24.283
65,231.48155176793756,73.35982217960370,3957.284,-1481561.127,764661.648,152.686,21.710
66,234.97146957953811,94.49175022872807,3957.284,-1481557.647,764661.375,152.686,21.710
67,238.46138739137996,101.40530379819442,3957.927,-1481554.168,764661.101,152.686,20.437
68,242.25539706183548,108.31885736685776,3957.927,-1481550.566,764659.909,152.686,20.437
69,246.04940673229100,121.13007444844376,3958.376,-1481546.965,764658.717,152.686,23.017
70,249.01800721684083,133.94129153002976,3958.868,-1481544.827,764656.657,152.686,28.337
71,251.98660770139071,147.38061094461699,3958.868,-1481542.690,764654.597,152.686,28.337
72,256.24786121885654,160.81993035920422,3958.868,-1481541.290,764650.572,152.686,28.337
73,260.50911473632237,150.30864843123342,3960.012,-1481539.890,764646.547,152.686,30.478
74,263.49893103834734,139.79736650326262,3960.886,-1481537.960,764644.264,152.686,30.478
75,266.48874734037230,120.69868461042350,3960.886,-1481536.030,764641.980,152.686,30.478
76,270.81226822833935,80.51575230836831,3962.629,-1481531.795,764641.111,152.686,30.875
77,275.56781113456572,59.43150189986558,3961.509,-1481527.700,764643.529,152.686,30.478
78,280.32335404099257,51.85032728487654,3961.509,-1481523.605,764645.948,152.686,30.478
79,285.18181416740657,44.26915266917421,3961.227,-1481520.214,764649.427,152.686,30.478
80,290.04027429382057,41.44344064971849,3959.300,-1481516.823,764652.906,152.686,28.622
81,294.97722133228592,38.61772862984113,3958.587,-1481513.741,764656.763,152.686,28.622
82,299.91416837084222,50.12763213965012,3957.083,-1481510.660,764660.620,152.686,25.570
83,303.64043187043001,61.63753564988072,3957.083,-1481507.381,764662.391,152.686,25.570
84,307.36669537001779,59.80355021288192,3956.636,-1481504.102,764664.161,152.686,27.984
85,310.76821041761917,57.96956477588314,3956.636,-1481501.219,764665.965,152.686,27.984
86,314.16972546522055,57.96956477588314,3956.178,-1481498.335,764667.769,152.686,27.745
87,317.57124051282193,36.88776595097929,3956.673,-1481495.451,764669.573,152.686,32.190
88,320.83154938521858,15.80596712804396,3956.673,-1481494.563,764672.710,152.686,32.190
89,324.09185825767867,0.62203103500762,3957.826,-1481493.675,764675.847,152.686,30.208
90,327.90131368355185,354.06542204821352,3957.826,-1481494.633,764679.534,152.686,30.208
91,331.06972472537433,28.47751953658027,3957.826,-1481494.484,764682.699,152.686,30.208
92,333.84476832993431,72.62506404443577,3959.422,-1481492.232,764684.320,152.686,27.765
93,338.37929486492419,73.81148212703233,3960.751,-1481487.698,764684.242,152.686,27.765
94,341.14416419009171,56.63512608060262,3960.751,-1481485.389,764685.762,152.686,27.765
95,343.90903351506478,44.48536291211089,3960.751,-1481483.079,764687.283,152.686,27.765
96,346.51105948058978,32.33559974426042,3960.751,-1481481.688,764689.481,152.686,27.765
97,349.11308544621312,20.70151869868831,3963.325,-1481480.296,764691.680,152.686,24.265
98,353.74165832995527,2.84384759725511,3963.325,-1481479.566,764696.251,152.686,24.265
99,358.67826332321079,355.17685704579719,3965.763,-1481479.857,764701.179,152.686,25.341
100,361.41245528823038,353.73345655088599,3965.763,-1481480.156,764703.897,152.686,25.341
101,364.14664725325002,358.05425411673883,3965.763,-1481480.454,764706.614,152.686,25.341
102,367.31409124109848,2.37505168465209,3967.941,-1481480.323,764709.779,162.094,28.272
103,370.48153522907296,25.74387131848115,3967.941,-1481480.192,764712.944,162.094,28.272
104,373.49724901831007,49.11269095108586,3967.941,-1481477.912,764714.918,162.094,28.272
105,376.51296280747101,66.25182315970611,3969.237,-1481475.632,764716.892,162.094,30.046
106,379.93454241110913,83.39095536726590,3969.067,-1481472.233,764717.286,162.094,30.046
107,383.35612201451602,88.92397361014534,3969.067,-1481468.834,764717.679,162.094,30.046
108,388.18981670543246,61.57964641845528,3967.790,-1481464.015,764717.304,162.094,30.046
109,392.16273197058371,32.64613502704757,3967.790,-1481462.107,764720.789,162.094,30.046
110,395.75604670970137,36.58996907137095,3967.790,-1481459.965,764723.674,162.094,30.046
111,399.34936144905129,45.75410930931294,3968.485,-1481457.823,764726.559,162.094,31.266
112,402.29921733508638,54.91824954631774,3967.955,-1481455.409,764728.254,162.094,31.266
113,405.24907322112159,65.65226663811440,3967.955,-1481452.995,764729.950,162.094,31.266
114,407.92374209128081,76.38628373112294,3967.955,-1481450.396,764730.579,162.094,31.266
115,410.59841096141264,81.29671815599342,3967.790,-1481447.796,764731.209,158.538,31.151
116,414.09027732287103,86.20715257869907,3967.790,-1481444.312,764731.440,158.538,31.151
117,417.58214368433710,95.90878254869688,3967.790,-1481440.828,764731.671,158.538,31.151
118,420.59294263625821,105.61041252024388,3967.969,-1481437.928,764730.861,158.538,30.623
119,423.60374158795503,93.14610686708313,3967.969,-1481435.029,764730.050,158.538,30.623
120,428.37704317918286,76.90184742468274,3968.757,-1481430.318,764730.823,158.538,30.213
121,431.12259717648715,73.12189363558223,3968.757,-1481427.691,764731.620,158.538,30.213
122,433.86815117404791,72.25739504105806,3968.757,-1481425.064,764732.418,158.538,30.213
123,437.73718296433799,58.79607710863234,3969.589,-1481421.397,764733.652,158.538,29.426
124,440.43577521194629,46.19925777027382,3969.589,-1481419.449,764735.520,158.538,29.426
125,443.13436745955471,35.75192965659905,3969.589,-1481417.501,764737.388,158.538,29.426
126,446.72448858789897,25.30460154124467,3969.589,-1481415.967,764740.633,158.538,29.426
127,450.31460971614371,19.56542884492870,3970.273,-1481414.432,764743.879,158.538,29.289
128,453.69708482466831,13.82625615197156,3970.273,-1481413.624,764747.163,158.538,29.289
129,457.07955993336162,0.17960007344884,3972.624,-1481412.816,764750.448,158.538,30.065
130,461.36451303010017,346.53294399306566,3972.624,-1481413.814,764754.615,158.538,30.065
131,465.64946612672554,338.98671144742792,3975.100,-1481414.811,764758.782,158.538,29.454
132,468.59939497308966,331.44047890143094,3975.018,-1481416.222,764761.373,158.538,29.486
133,471.54932381935163,327.05444378919123,3975.018,-1481417.632,764763.964,158.538,29.486
134,474.96057382279992,322.66840867904682,3976.988,-1481419.701,764766.677,158.538,28.221
135,478.37182382610706,316.35822057788351,3976.988,-1481421.769,764769.389,158.538,28.221
136,481.41877231991566,310.04803247573602,3976.412,-1481424.102,764771.350,158.538,29.427
137,484.46572081347131,321.51879827934346,3976.412,-1481426.434,764773.310,158.538,29.427
138,487.11529694059720,332.98956408180845,3978.157,-1481427.638,764775.671,158.538,28.422
139,489.76487306761936,353.85031272864785,3978.157,-1481428.841,764778.031,158.538,28.422
140,494.28058561910598,38.23997103210454,3978.157,-1481427.694,764782.399,158.538,28.422
141,499.13345499573114,73.22646364607300,3980.118,-1481423.419,764784.694,158.538,27.799
142,501.64302505629303,84.68404660374952,3980.118,-1481420.920,764784.927,158.538,27.799
143,504.15259511662310,106.38429803618151,3980.118,-1481418.421,764785.159,158.538,27.799
144,507.98243787280313,128.08454946993399,3980.118,-1481415.407,764782.797,158.538,27.799
145,511.81228062879990,128.08454946993399,3978.853,-1481412.392,764780.435,158.538,27.770
146,515.64212338497998,114.46849517665007,3978.853,-1481409.378,764778.072,158.538,27.770
147,518.28919846260874,100.85244088615217,3978.645,-1481406.778,764777.574,158.538,27.770
148,520.93627354003070,99.08917775974771,3978.645,-1481404.178,764777.076,158.538,27.770
149,525.04002308841723,97.32591463082538,3978.645,-1481400.108,764776.552,158.538,27.770
150,529.14377263678898,97.32591463082538,3977.870,-1481396.038,764776.029,158.538,27.770
151,533.24752218517551,105.19930971170344,3977.870,-1481391.967,764775.506,158.538,27.770
152,537.31925756377325,113.07270479166384,3974.621,-1481388.221,764773.910,158.538,27.631
153,541.39099294211110,131.89635001767925,3974.621,-1481384.475,764772.314,158.538,27.631
154,545.51551121765351,150.71999524239564,3974.621,-1481382.458,764768.717,158.538,27.631
155,549.64002949330984,150.71999524239564,3971.618,-1481380.441,764765.119,158.538,27.675
156,553.76454776885225,159.11800307849350,3971.618,-1481378.424,764761.522,158.538,27.675
157,557.95466297034852,167.51601091456294,3969.603,-1481377.518,764757.431,158.538,29.400
158,562.14477817168074,167.13080967346013,3969.603,-1481376.612,764753.340,158.538,29.400
159,566.81056193944664,166.74560842958365,3967.754,-1481375.542,764748.798,158.538,31.629
160,571.47634570726598,139.11716233150796,3967.754,-1481374.473,764744.257,158.538,31.629
161,576.25004128159765,110.07746732536390,3966.699,-1481370.031,764742.508,158.538,31.900
162,579.83720322714078,108.66621841678482,3966.699,-1481366.632,764741.360,158.538,31.900
163,583.42436517272108,129.01813514016791,3965.680,-1481363.234,764740.212,158.538,33.758
164,586.62013138492614,149.37005186213847,3965.680,-1481361.606,764737.462,158.538,33.758
165,589.81589759703104,152.13477767601134,3965.680,-1481359.977,764734.712,158.538,33.758
166,593.80666489674502,154.89950349006142,3967.090,-1481358.285,764731.098,158.538,33.758
167,597.79743219635361,133.33506085423790,3969.264,-1481356.592,764727.484,158.538,35.910
168,600.68523737024941,111.77061821769638,3969.264,-1481353.910,764726.413,158.538,35.910
169,603.57304254410201,93.35785407353488,3969.264,-1481351.228,764725.342,158.538,35.910
170,607.43584815001327,74.94508993044590,3970.916,-1481347.498,764726.345,158.538,36.779
171,611.29865375592453,65.33739653577416,3970.916,-1481343.767,764727.349,158.538,36.779
172,615.24937217772742,55.72970314084934,3970.929,-1481340.503,764729.573,158.538,36.779
173,619.20009059927236,58.54198661227988,3970.929,-1481337.238,764731.798,158.538,36.779
174,623.25934474780161,61.35427008317580,3968.920,-1481333.675,764733.744,158.538,36.779
175,627.31859889612656,67.78958593434361,3969.220,-1481330.113,764735.690,158.538,36.779
176,631.73290657925133,74.22490178598287,3969.220,-1481325.865,764736.890,158.538,36.779
177,636.14721426263179,87.00686819710918,3970.753,-1481321.617,764738.090,161.517,36.779
178,639.30129259682099,99.78883460855180,3970.753,-1481318.509,764737.554,161.517,36.779
179,642.45537093101018,77.62239928295644,3973.094,-1481315.401,764737.018,161.517,35.956
180,645.40541760666792,55.45596395642994,3973.094,-1481312.971,764738.690,161.517,35.956
181,648.35546428239172,41.33496042293402,3973.094,-1481310.541,764740.363,161.517,35.956
182,651.20317474341300,27.21395688828629,3971.129,-1481309.238,764742.896,161.517,35.956
183,654.05088520432776,29.21102167093183,3971.129,-1481307.936,764745.428,161.517,35.956
184,657.19182741154600,31.20808645566040,3973.313,-1481306.309,764748.115,161.517,35.670
185,660.33276961876425,40.74462245996415,3971.510,-1481304.681,764750.801,161.517,34.246
186,664.27848636118108,25.40874460728794,3971.510,-1481301.646,764753.322,161.517,34.246
187,667.34803523785263,0.53633075031814,3971.510,-1481301.617,764756.392,161.517,34.246
188,670.41758411440776,349.95248642491453,3971.664,-1481301.589,764759.461,161.517,33.680
189,673.97721682624194,339.36864209950068,3971.664,-1481302.843,764762.793,161.517,33.680
190,677.53684953807613,344.01855800624571,3973.433,-1481304.097,764766.124,161.517,32.495
191,681.33766843857347,348.66847391488392,3973.433,-1481304.844,764769.851,161.517,32.495
192,685.13848733913926,348.66847391488392,3973.433,-1481305.591,764773.577,161.517,32.495
193,688.93930623963661,352.32500147657993,3975.647,-1481306.338,764777.304,161.517,32.105
194,692.47182263554180,355.98152904010294,3975.647,-1481306.585,764780.828,161.517,32.105
195,696.00433903133080,11.22256790828501,3977.991,-1481306.833,764784.352,161.517,28.233
196,700.24150192801710,50.64368452317158,3977.991,-1481304.945,764788.145,161.517,28.233
197,704.78155321821646,101.24213673214697,3977.991,-1481300.563,764789.333,161.517,28.233
198,708.36879845927524,127.66051119522010,3978.255,-1481297.723,764787.142,161.517,28.307
199,711.95604370040508,137.29760505517513,3978.255,-1481294.883,764784.950,161.517,28.307
200,716.39292673546186,124.14157080373801,3976.254,-1481292.462,764781.232,161.517,31.790
201,719.66854696116991,101.34844269308191,3977.169,-1481289.251,764780.587,161.517,30.301
202,722.94416718687796,97.41461359359536,3977.169,-1481286.039,764779.943,161.517,30.301
203,726.99141690694114,93.48078449410885,3978.477,-1481281.999,764779.697,161.517,30.286
204,731.03866662700420,84.06421502285885,3978.477,-1481277.960,764779.451,161.517,30.286
205,733.82177381002452,74.64764555097426,3978.477,-1481275.276,764780.188,161.517,30.286
206,736.60488099282031,57.84854619801308,3979.900,-1481272.592,764780.925,161.517,30.121
207,739.28594691927469,41.04944684650325,3981.469,-1481270.831,764782.947,161.517,30.121
208,741.96701284564131,46.31795825691604,3981.469,-1481269.071,764784.969,161.517,30.121
209,745.68916452466635,51.58646966832740,3981.469,-1481266.154,764787.281,161.517,30.121
210,749.41131620380156,74.11974586170795,3982.332,-1481263.238,764789.594,161.517,29.331
211,753.55433335294788,96.65302205327303,3982.332,-1481259.123,764789.114,161.517,29.331
212,757.69735050209408,95.79159658474528,3982.020,-1481255.008,764788.634,161.517,27.994
213,761.45793503270670,94.93017111621754,3982.020,-1481251.261,764788.311,161.517,27.994
214,765.21851956331932,76.47497900763607,3980.296,-1481247.514,764787.988,161.517,26.834
215,769.65598741105123,58.01978689841706,3980.296,-1481243.750,764790.338,161.517,26.834
216,774.09345525884476,59.09218248058176,3977.733,-1481239.986,764792.688,161.517,25.516
217,777.80063723404828,60.16457806248880,3977.733,-1481236.770,764794.532,161.517,25.516
218,781.50781920905013,60.16457806248882,3977.733,-1481233.555,764796.377,161.517,25.516
219,785.21500118425377,72.42852168780666,3975.366,-1481230.339,764798.221,161.517,26.938
220,789.44523952876659,84.69246531286848,3975.366,-1481226.127,764798.612,161.517,26.938
221,793.67547787303681,97.39817459668063,3974.817,-1481221.915,764799.004,161.517,26.264
222,796.36901848940772,110.10388388070484,3974.817,-1481219.385,764798.078,161.517,26.264
223,799.06255910556001,109.15337072508548,3974.817,-1481216.856,764797.152,161.517,26.264
224,802.27133989047024,108.20285756861492,3975.985,-1481213.807,764796.150,161.517,25.419
225,805.48012067538048,91.15920992130349,3975.985,-1481210.759,764795.147,161.517,25.419
226,810.05085880985155,46.42796495753858,3977.567,-1481206.363,764796.398,161.517,33.111
227,812.84754771380778,18.74036764108514,3977.567,-1481205.465,764799.047,161.517,33.111
228,815.64423661776402,11.27207933364701,3976.370,-1481204.566,764801.695,161.517,33.111
229,818.63751431392836,3.80379102628276,3976.370,-1481204.367,764804.682,161.517,33.111
230,821.63079200997652,9.60542810547879,3976.388,-1481204.169,764807.669,161.517,30.501
231,824.17986385868096,15.40706518747114,3976.388,-1481203.492,764810.126,161.517,30.501
232,826.72893570733504,36.72758535937983,3976.388,-1481202.814,764812.583,161.517,30.501
233,830.38321129058261,58.04810552919264,3976.518,-1481199.714,764814.517,161.615,31.916
234,834.03748687376844,78.80491207303454,3977.677,-1481196.613,764816.451,161.615,26.375
235,838.18550584325521,99.56171861530918,3977.677,-1481192.523,764815.762,161.615,26.375
236,842.33352481272277,116.87168904236434,3976.745,-1481188.432,764815.073,161.615,31.916
237,845.69906952443012,134.18165947021234,3976.745,-1481186.019,764812.728,161.615,31.916
238,849.06461423613757,141.30398440345962,3976.745,-1481183.605,764810.382,161.615,31.916
239,852.51288814313489,148.42630933670691,3978.527,-1481181.800,764807.444,161.615,34.850
240,855.96116205013220,156.22985880135172,3978.527,-1481179.994,764804.506,161.615,34.850
241,860.51382105992559,164.03340826619805,3978.527,-1481178.742,764800.129,161.615,34.850
242,865.06648006983085,146.57489795809443,3980.604,-1481177.490,764795.752,161.615,34.850
243,869.55462397490317,93.82428204248998,3981.365,-1481174.007,764792.921,161.615,34.850
244,872.56754674969648,58.53217643519066,3981.365,-1481171.438,764794.494,161.615,34.850
245,875.58046952448956,47.34072958535476,3981.365,-1481168.868,764796.066,161.615,34.850
246,878.96681366472956,36.14928273609982,3981.365,-1481166.870,764798.801,161.615,34.850
247,882.35315780487565,36.14928273609980,3980.735,-1481164.873,764801.535,161.615,34.850
248,885.73950194511565,38.55053597485719,3980.735,-1481162.875,764804.270,161.615,34.850
249,890.04019753976957,40.95178921419551,3977.858,-1481160.056,764807.518,161.615,34.756
250,894.34089313442348,46.32877695004774,3979.946,-1481157.238,764810.766,161.615,36.211
251,898.33410304388610,51.70576468486486,3979.946,-1481154.104,764813.240,161.615,36.211
252,902.32731295316592,51.70576468486484,3979.946,-1481150.969,764815.715,161.615,36.211
253,906.32052286262854,67.03694261609201,3979.771,-1481147.835,764818.190,161.615,36.067
254,910.84561956100163,82.36812054681874,3979.771,-1481143.350,764818.791,161.615,36.067
255,915.37071625912859,94.02139765678024,3981.776,-1481138.865,764819.392,161.615,36.527
256,919.48562857828324,105.67467476698738,3981.776,-1481134.904,764818.280,161.615,36.527
257,923.60054089746939,122.00252711126247,3983.815,-1481130.942,764817.168,161.615,36.708
258,926.96952907839045,138.33037945475718,3986.109,-1481128.702,764814.652,161.615,36.708
259,930.33851725931152,138.33037945475718,3986.109,-1481126.462,764812.135,161.615,36.708
260,933.70750544023269,146.83682495357243,3987.797,-1481124.222,764809.618,161.615,36.633
261,938.29023114275390,155.34327045238771,3989.789,-1481122.310,764805.453,161.615,36.633
262,942.87295684527521,155.34327045238771,3989.789,-1481120.399,764801.289,161.615,36.633
263,947.45568254779653,151.86990884179195,3991.201,-1481118.487,764797.124,161.615,36.633
264,951.87123497426364,148.39654723159200,3992.220,-1481116.173,764793.363,161.615,36.996
265,956.28678740083012,133.26844599097694,3994.893,-1481113.859,764789.602,161.615,36.996
266,960.14812402972586,118.14034475154240,3994.893,-1481110.454,764787.781,161.615,36.996
267,964.00946065847131,106.84872954903618,3996.656,-1481107.049,764785.960,161.615,37.672
268,968.21499313482661,86.97377935079234,3996.656,-1481102.863,764785.553,161.615,37.672
269,970.85318885714605,78.39044435539266,3997.578,-1481100.279,764786.084,161.615,37.927
270,973.49138457948891,65.99374047248088,3997.578,-1481097.695,764786.615,161.615,37.927
271,977.86658413072416,26.75585928720631,3997.578,-1481094.173,764789.211,161.615,37.927
272,982.70988998254165,336.69564239872682,3994.659,-1481094.181,764794.054,161.615,37.927
273,986.44837987783933,325.40375883962224,3994.659,-1481096.894,764796.627,161.615,37.927
274,990.95402342410443,337.93227669536651,3991.170,-1481098.630,764800.784,161.615,37.927
275,995.10335854750213,7.22909318036397,3991.170,-1481100.148,764804.646,161.615,37.927
276,998.32119725118594,35.92454783310427,3991.170,-1481098.261,764807.251,161.615,37.927
277,1001.53903595482757,45.15835484085540,3988.967,-1481096.373,764809.857,161.615,37.927
278,1005.51431720161099,54.39216185059834,3988.967,-1481093.141,764812.172,161.615,37.927
279,1009.48959844813749,57.61541001275912,3988.926,-1481089.909,764814.486,161.615,36.792
280,1012.62421443537221,60.83865817532250,3986.626,-1481087.171,764816.014,161.615,36.614
281,1015.75883042286671,60.00839430744332,3986.626,-1481084.434,764817.541,161.615,36.614
282,1020.36726484555425,59.17813043945632,3986.482,-1481080.476,764819.902,160.978,35.982
283,1024.97569926824190,48.38938128018462,3986.482,-1481076.519,764822.264,160.978,35.982
284,1028.49205828633171,37.60063212149167,3984.617,-1481074.373,764825.050,160.978,35.007
285,1032.00841730432921,33.66711843403574,3984.617,-1481072.228,764827.836,160.978,35.007
286,1036.40705326941520,29.73360474694180,3984.617,-1481070.046,764831.655,160.978,35.007
287,1040.80568923471787,17.44041179056479,3982.564,-1481067.865,764835.475,160.978,34.562
288,1044.01180956448206,5.14721883324704,3982.564,-1481067.577,764838.668,160.978,34.562
289,1047.21792989424625,353.84793193753876,3980.799,-1481067.289,764841.861,160.978,33.975
290,1050.08562513889979,342.54864504217937,3980.980,-1481068.149,764844.597,160.978,33.975
291,1052.95332038366450,342.03108523028561,3980.980,-1481069.009,764847.332,160.978,33.975
292,1056.83495402010271,341.51352541994538,3980.257,-1481070.240,764851.014,160.978,33.053
293,1060.71658765657753,347.67294433049813,3980.257,-1481071.471,764854.695,160.978,33.053
294,1064.82967233670411,353.83236323762367,3980.172,-1481071.913,764858.784,160.978,31.672
295,1068.94275701697143,9.58701114867030,3980.172,-1481072.355,764862.874,160.978,31.672
296,1072.82691433436071,25.34165905932256,3980.633,-1481070.692,764866.384,160.978,26.063
297,1076.71107165175545,44.82265138521215,3980.633,-1481069.030,764869.894,160.978,26.063
298,1081.42324852351157,91.28595664563277,3980.551,-1481064.784,764871.938,160.978,26.063
299,1085.28392565714557,113.99215240297497,3980.551,-1481061.383,764870.109,160.978,26.063
300,1089.26851123781103,109.71603522905833,3980.721,-1481057.632,764868.765,160.978,25.823
301,1093.25309681829663,99.27525042910779,3980.721,-1481053.881,764867.421,160.978,25.823
302,1096.44731174358935,88.83446562880600,3981.264,-1481050.688,764867.486,160.978,25.437
303,1099.64152666864697,76.12175736010934,3981.264,-1481047.494,764867.551,160.978,25.437
304,1103.87326749072554,53.98284965022516,3981.264,-1481043.710,764869.445,160.978,25.437
305,1108.19272387433602,44.55665021003906,3981.375,-1481040.680,764872.523,160.978,25.224
306,1112.51218025794651,53.12097787458686,3981.600,-1481037.649,764875.601,162.462,21.434
307,1116.29357396873388,61.68530553913464,3981.600,-1481034.320,764877.394,162.462,21.434
308,1120.07496767952125,79.00265660069850,3981.967,-1481030.991,764879.188,160.978,21.094
309,1124.43870987009291,96.32000766209411,3981.967,-1481026.654,764878.707,160.978,21.094
310,1128.80245206089580,100.79908800477018,3982.586,-1481022.317,764878.227,160.978,29.901
311,1132.20702010328182,105.27816834666955,3982.586,-1481019.032,764877.330,160.978,29.901
312,1135.61158814563714,106.07852363774511,3983.281,-1481015.748,764876.433,160.978,33.567
313,1138.85794407297135,106.87887892976563,3983.281,-1481012.642,764875.490,160.978,33.567
314,1142.10430000030556,105.86385764904313,3983.281,-1481009.535,764874.548,160.978,33.567
315,1145.62072370937494,104.84883636788996,3982.237,-1481006.136,764873.646,160.978,36.130
316,1149.13714741818944,92.86722595194873,3982.237,-1481002.737,764872.745,160.978,36.130
317,1151.91089308027745,80.88561553643810,3982.937,-1480999.998,764873.185,160.978,36.130
318,1154.68463874236545,67.36212813561842,3982.937,-1480997.260,764873.624,160.978,36.130
319,1158.26744687093424,53.83864073479874,3984.293,-1480994.367,764875.738,160.978,35.156
320,1161.85025499950302,49.19866212413136,3984.418,-1480991.474,764877.852,160.978,35.061
321,1164.36738392452162,44.55868351346398,3984.418,-1480989.708,764879.646,160.978,35.061
322,1166.88451284954022,36.41387372765862,3984.418,-1480987.942,764881.439,160.978,35.061
